index,app_name,r_id,review,review_sentiment,s_id,sentence,sentence_sentiment,feature,weight,rating
2036,grubhub,238,Menu items are so marked up that I only use it when I have to since I'm disabled.,-0.033333333,1569,menu items are so marked up that i only use it when i have to since i'm disabled.,-0.033333333,menu item,2.797767237,4
2041,ubereats,981,I had to enter multiple selections multiple times before it would accept my second menu item.,0.0,5946,i had to enter multiple selections multiple times before it would accept my second menu item.,0.0,menu item,2.797767237,2
2042,postmates,1052,"Postmates used to be my favorite delivery app, but I recently learned that each menu item is priced higher then it would be at the restaurant.",0.25,6365,"postmates used to be my favorite delivery app, but i recently learned that each menu item is priced higher then it would be at the restaurant.",0.25,menu item,2.797767237,1
2044,grubhub,15,I have had to deal with their customer service several times.,0.0,213,they have all been horrible experiences.,-1.0,horrible experience,2.597190616,1
2059,grubhub,470,Delivery apps like this will milk you for any extra penny you have.,0.0,2404,delivery apps like this will milk you for any extra penny you have.,0.0,delivery apps,8.200504331,1
2063,ubereats,617,I use Uber Eats every day!,0.0,3625,"not to mention, other delivery apps don't have this feature, so it would be unique.",0.125,delivery apps,8.200504331,3
2065,ubereats,668,I've been using Uber eats for a few years now but lately my orders have been arriving late.,-0.266666667,4061,i won't be using it any more and will happily give my business to other food delivery apps.,0.391666667,delivery apps,8.200504331,1
2066,ubereats,867,Place an order any time late and night and watch as the app tries and fails to find you a driver.,-0.3,5331,"avoid these resturaunt delivery apps at all cost, they are hella not worth the ""convenience"" they promise.",-0.15,delivery apps,8.200504331,1
2067,postmates,1043,It's my birthday today and I have wanted a specific thing on the Starbucks menu but other delivery apps do not have the full menu like you guys do so I am very happy about that.,0.30625,6327,it's my birthday today and i have wanted a specific thing on the starbucks menu but other delivery apps do not have the full menu like you guys do so i am very happy about that.,0.30625,delivery apps,8.200504331,5
2069,postmates,1077,I would urge you to use other food delivery apps.,-0.125,6458,i would urge you to use other food delivery apps.,-0.125,delivery apps,8.200504331,1
2071,ubereats,675,The coupons aren't really worth it.,0.3,4114,"i get it, everyone has to make money somehow, but don't give coupons if they aren't going to actually do anything.",0.0,give coupon,2.399959482,3
2075,ubereats,780,Uber refused to refund my order after it was delivered to the wrong house.,-0.5,4794,uber refused to refund my order after it was delivered to the wrong house.,-0.5,wrong house,3.46063318,1
2076,ubereats,780,Uber refused to refund my order after it was delivered to the wrong house.,-0.5,4795,the picture that the driver took even showed it was at the wrong house.,-0.5,wrong house,3.46063318,1
2077,doordash,1259,I can't leave a poor review for my driver after I filled a complaint?,-0.1,8042,"i waited 45 min for a pop i ordered, it was sent to the completely wrong house.",-0.5,wrong house,3.46063318,1
2078,ubereats,715,"When you have issues with an order they connect you with a bot, not a live person, and it's impossible to find a way to contact a live person.",-0.199494949,4372,"when you have issues with an order they connect you with a bot, not a live person, and it's impossible to find a way to contact a live person.",-0.199494949,live person,0.766249645,1
2079,ubereats,715,"When you have issues with an order they connect you with a bot, not a live person, and it's impossible to find a way to contact a live person.",-0.199494949,4374,"i tried canceling on my end this time because i didn't want to waste my time and the app prompted me to cancel and didn't refund me at all- i finally got a hold of a live person and they told me it was ""in the terms"" that no refunds are given- so now i'm without food and money?!",-0.009848485,live person,0.766249645,1
2084,ubereats,693,"The app is pretty cool, I've always had good experiences with delivery , but: 1.",0.433333333,4228,"moreover there are additional charges for uber, such that even paying for the premium you are not breaking even before tip.",0.0,additional charge,1.02212409,4
2085,ubereats,708,I am not sure how to get in touch with anyone in this company but you are over charging for taxes on food.,-0.25,4321,i want to see the additional charges on the receipt and where they are going.,0.0,additional charge,1.02212409,3
2086,grubhub,308,Please please please hire better people or educate the one you have on how to treat customers.,0.5,1876,please please please hire better people or educate the one you have on how to treat customers.,0.5,treat customer,4.130781386,1
2088,ubereats,614,Grubhub will refund when the order is wrong or cancelled.,-0.5,3606,can't imagine working for this company if this is how they treat customers.,0.0,treat customer,4.130781386,1
2089,doordash,1238,I hen I tell you the fact that ANYONE can work for this company and they don't care about the way the treat you… I MEAN IT!!!,-0.610351563,7846,"i don't expect people to take being treated like less than from anyone, but that should also mean you can't treat customers like this with no repercussions.",-0.239583333,treat customer,4.130781386,1
2092,ubereats,585,I am not very satisfied with Uber eats.,-0.192307692,3369,"horrible service and they don't notify you when they drop your food off so how do you know it's the right location anyways, that is not how you do service it's like you have to constantly watch your food being delivered and you better not be busy because they will drop and just leave with no point of contact, they will refund you but your tip is gone!!!",-0.003794643,right location,0.879761878,1
2095,doordash,1335,The app is only good for delivering food and the food at most times isn't even worth it which has nothing to do with the app itself but this app is so money hungry and greedy that If you do have a mistake with your order or your DoorDasher is unavailable to complete it you can only get a refund in tips and not the full price.,0.278571429,8585,the app is only good for delivering food and the food at most times isn't even worth it which has nothing to do with the app itself but this app is so money hungry and greedy that if you do have a mistake with your order or your doordasher is unavailable to complete it you can only get a refund in tips and not the full price.,0.278571429,full price,1.149904003,1
2097,doordash,1299,I used DoorDash all the time and had no problems until recently.,0.0,8330,"if you are left without your dinner like i was last weekend, (because it wasn't delivered with the rest of my food) all you can get is a refund.",0.0,last week,1.081768393,1
2099,grubhub,122,We have been faithful to Grubhub for years.,0.0,1025,they had screwed up the last few orders but i had proof that this order was completely wrong and they said they wouldn't refund the order based on excessive refunds.,-0.2375,last few,1.578218547,1
2103,grubhub,95,"System works great, food is always good and the communication of my order status is top notch, but there are just way too many fees.",0.625,848,"you have to pay a delivery fee, a service fee, a tip, and the price of the food is higher on grubhub than you would pay at the restaurant.",0.25,delivery fee,21.09705573,4
2113,grubhub,330,I feel like there have been too many incidences where the order was partially missing and they only refund you the cost of the missing food but not the delivery fees.,0.025,1965,i feel like there have been too many incidences where the order was partially missing and they only refund you the cost of the missing food but not the delivery fees.,0.025,delivery fee,21.09705573,1
2115,grubhub,395,They over charge on everything!.I payed for Grubhub +(which would be 0 delivery fee) it's not even worth it cause everything still cost a lot (I have all these random fees ) that would make it add up to a lot.,-0.1,2173,they over charge on everything!.i payed for grubhub +(which would be 0 delivery fee) it's not even worth it cause everything still cost a lot (i have all these random fees ) that would make it add up to a lot.,-0.1,delivery fee,21.09705573,1
2122,ubereats,511,I signed up for the plus membership which promises free delivery on most places.,0.45,2621,the rep. assured me that the way it works is that i will be refunded the delivery fee once the delivery has been completed.,0.0,delivery fee,21.09705573,1
2123,ubereats,511,I signed up for the plus membership which promises free delivery on most places.,0.45,2624,i then asked to speak to a higher up as they now scammed me into placing an order that i told them i would not be ordering if i had to pay the delivery fee since it was almost as much as the order itself.,0.225,delivery fee,21.09705573,1
2127,ubereats,534,As the title says this is my first time ever leaving a review here on the App Store.,0.25,2888,"and you have to spend at least $15 bucks in order to get the ""0"" delivery fees that the alleged to give you for signing up for a monthly membership yet the fees are rarely are zero.",-0.033333333,delivery fee,21.09705573,1
2128,ubereats,597,"This app has fallen a very long way, it is no longer good anymore, most likely due to its drivers.",0.202,3468,"unprofessional, food is always cold, price is taxed by uber a massive amount for example a 20$ burger will be charged for a 10$ delivery fee plus taxes, and it could be right around the corner but you can't make it due to some health problems or children.",-0.109821429,delivery fee,21.09705573,1
2133,ubereats,672,If your order is wrong.,-0.5,4084,you have to pay an additional delivery fee and tip to get it corrected.,0.0,delivery fee,21.09705573,1
2137,ubereats,750,"Absolutely clutch for multiple reasons, the service is immaculate and simply put it's a very convenient app to have, features and discounts can be very amazing, only complaint would be the premium which I had before but didn't really make a difference although it would say it made a difference, in terms of discounts on delivery fees and things of that nature.",0.135,4595,"absolutely clutch for multiple reasons, the service is immaculate and simply put it's a very convenient app to have, features and discounts can be very amazing, only complaint would be the premium which i had before but didn't really make a difference although it would say it made a difference, in terms of discounts on delivery fees and things of that nature.",0.135,delivery fee,21.09705573,5
2143,ubereats,882,"They were unable to resolve the issue of having placed an order from a convenience store for groceries, yet half of the items were missing and I still now have to go out and go grocery shopping.",-0.288888889,5410,"if they are missing about half the order, then they should be able to refund you at least the delivery fees associated with the order.",-0.041666667,delivery fee,21.09705573,1
2145,ubereats,895,My order was cancelled with no explanation after 90 minutes of appearing to be in progress.,0.0,5478,"..also it's always cheaper to order delivery through the restaurant itself, even if they have a delivery fee.",0.0,delivery fee,21.09705573,1
2147,ubereats,911,Some people are in need of this service.,0.0,5555,on top of delivery fee  they add on service fee  hmmmm  ok on to my point  my order should be correct and notes followed why do i have to eat a mess up by your delivery person who careless bout have they just drop ur food and leave yeah that was my last order had to toss cause it had bees in it   i specifically ask to let me know when here and i come right down  biggest issue is do you think uber cared not in the least no response nothing   if i could avoid todays order i would,0.019394841,delivery fee,21.09705573,1
2149,postmates,1051,Usually when you order your meal it's comes to around $12 to $17 but then including the delivery fee you'll be paying the same amount or even more!,0.125,6361,usually when you order your meal it's comes to around $12 to $17 but then including the delivery fee you'll be paying the same amount or even more!,0.125,delivery fee,21.09705573,4
2150,postmates,1051,Usually when you order your meal it's comes to around $12 to $17 but then including the delivery fee you'll be paying the same amount or even more!,0.125,6363,just hope that they can do something about the delivery fees.,0.0,delivery fee,21.09705573,4
2151,postmates,1058,"same old complaints: exorbitant delivery fees, inability to make customizations or add sauces etc, impossible to get orders fixed right then when there are errors, you can only get a refund or order the whole thing again.",0.002721088,6385,"same old complaints: exorbitant delivery fees, inability to make customizations or add sauces etc, impossible to get orders fixed right then when there are errors, you can only get a refund or order the whole thing again.",0.002721088,delivery fee,21.09705573,2
2152,doordash,1135,[UPDATE 12/22] DoorDash consistently allows drivers to drop off food at the wrong location or to keep food for themselves without reimbursing the customers.,-0.125,6835,"their delivery fees are understandable, however they don't do anything to stop drivers from taking your food or to insure that drivers are incentivized enough to get your order.",0.0,delivery fee,21.09705573,1
2159,doordash,1225,I had to switch from this food delivery app.,0.0,7718,"not only do they charge an absurd handling fee on top of the delivery fee, but they increase the price of everything on restaurants menus.",0.0,delivery fee,21.09705573,1
2160,doordash,1225,I had to switch from this food delivery app.,0.0,7720,"the restaurant receipt was stapled to my last order and it came to a total of 54$, the doordash cost for the food alone was nearly 75$ before they added the handling fee, delivery fee, taxes and tip.",0.033333333,delivery fee,21.09705573,1
2162,doordash,1246,I rarely post reviews but felt like I shouldn't let these issues sit as they could impact others not paying attention.,0.3,7909,"doordash advertised no delivery fee initially for the restaurant i was ordering from, however, at checkout it somehow added a deliver fee.",0.0,delivery fee,21.09705573,1
2163,doordash,1246,I rarely post reviews but felt like I shouldn't let these issues sit as they could impact others not paying attention.,0.3,7916,"let's face it doordash, that's a delivery fee through the eyes of the consumer trying to figure out how much it will cost to order delivery.",0.2,delivery fee,21.09705573,1
2164,doordash,1257,As DoorDash has evolved it has taken on more and more shady business practices.,0.25,8024,this way you have to order again and pay the delivery fees and whatever other bloated charge they want to add on.,-0.125,delivery fee,21.09705573,1
2166,doordash,1262,"Placing an order using ""DoubleDash"" to pick up a 2nd order from a nearby place using the same driver to save yourself a delivery fee never works.",0.0,8061,the system always drops or never submits the 2nd order and then cistern service tells you to just place another order and pay all of the delivery fees and tips for a separate order that will arrive in another 45-90 minutes.,0.0,delivery fee,21.09705573,1
2167,doordash,1263,"When the delivery fees are posted, they should be charged as such.",0.0,8067,"when the delivery fees are posted, they should be charged as such.",0.0,delivery fee,21.09705573,1
2175,ubereats,771,Great app if your being lazy to go out n grab items or food.,0.275,4733,wish there was a way to leave reviews for drivers they actually do a great job.,0.8,leave review,3.26702426,5
2177,ubereats,732,I've never used this until today.,0.0,4479,i put in the right address but took the driver to a completely different place..was on the phone with the driver trying to look for him but he couldn't do anything about the order.,0.142857143,right address,0.943746016,3
2178,doordash,1245,"I've wrote a review before and it was a 5 star but this is very frustrating, I've never been this upset with DoorDash but I am .",-0.52,7900,i haven't received my order and the dasher did not deliver it to the right address because it says she left it but i had not seen a single bag for my food and im very upset i even feel hatred for doordash because of how often they've done nothing but completely messed up all my orders!,0.107857143,right address,0.943746016,1
2185,grubhub,464,Grubhub + is very misleading.,0.2,2385,you have to spend nearly $20 to get the free delivery and even then you aren't guaranteed free delivery.,0.3,free delivery,6.202622955,3
2187,ubereats,732,I've never used this until today.,0.0,4477,my friend is always raving about this delivery app so i wanted to give it a try and i also had a 25 dollar off coupon and free delivery so i thought why not!,0.5,free delivery,6.202622955,3
2192,grubhub,473,"Thank you for a fast Delivery, my mom is in hospital and her food tray came and she was very dissatisfied, so I placed an order and you guys Delivered her food so fast!",0.216666667,2411,"thank you for a fast delivery, my mom is in hospital and her food tray came and she was very dissatisfied, so i placed an order and you guys delivered her food so fast!",0.216666667,fast delivery,1.613969554,5
2198,grubhub,72,Multiple times in the same week I have had my orders delayed for over 2 hours or never received at all after saying they had been delivered.,0.0,704,multiple times in the same week i have had my orders delayed for over 2 hours or never received at all after saying they had been delivered.,0.0,multiple time,9.578373097,1
2199,grubhub,79,"i use postmares, uber eats, grubhub and doordash.",0.0,753,"ive already contacted support and tried multiple times after my order to try to get in contact but you guys did nothing, so… ?",0.0,multiple time,9.578373097,1
2202,grubhub,423,Apparently the delivery drivers take orders and only deliver them if they feel like it.,0.025,2245,multiple times the driver didn't bother to pick up the order leaving us wondering if we were going to get our food or figure something else out.,0.0,multiple time,9.578373097,1
2206,ubereats,686,"I always order from uber eats and never had a problem, except for a few days ago.",-0.2,4195,"also after i canceled my order i ordered more food and then when it came, i was missing an item, i called the person who delivered it multiple times and she never  answered i also called qdoba and they couldn't do anything about it.",0.1,multiple time,9.578373097,1
2207,ubereats,687,"Would be a four, but prices are getting out of control in general.",0.05,4199,"multiple times i've had to cancel, or wait longer than i should because it auto picks a location 8 miles away, when the same eateries are located less than a mile away.",-0.055555556,multiple time,9.578373097,3
2210,ubereats,805,"Every single time, you get a false order delivery estimate time that then inevitably ends up being extended multiple times.",-0.117857143,4950,"every single time, you get a false order delivery estimate time that then inevitably ends up being extended multiple times.",-0.117857143,multiple time,9.578373097,1
2211,ubereats,827,"UberEats has absolutely no concern on whether you receive the wrong item, are missing an item or an order is brought egregiously late.",-0.275,5074,"then will tell you, absurdly, that they can't rectify an incorrect order because it's happened multiple times.",-0.25,multiple time,9.578373097,1
2212,ubereats,829,"I was submitting my first order and it asked for my ID, I tried it multiple times and it was saying there was blurryness or a glare when there was none of that at all.",0.125,5085,"i was submitting my first order and it asked for my id, i tried it multiple times and it was saying there was blurryness or a glare when there was none of that at all.",0.125,multiple time,9.578373097,1
2216,postmates,1095,"Seth is great, and works very reliably now.",0.5,6526,but it is annoying how much they always make you rate the restaurant or you've ordered from multiple times.,-0.2,multiple time,9.578373097,3
2220,doordash,1319,"DoorDash has made me so mad multiple times, my order is always being cancelled and it takes the longest for the money to reflect back in my card!",-0.208333333,8459,"doordash has made me so mad multiple times, my order is always being cancelled and it takes the longest for the money to reflect back in my card!",-0.208333333,multiple time,9.578373097,1
2221,doordash,1329,"Ive been using door dash for over a year now, and have not placed a single order that didnt have any problems.",-0.071428571,8536,there were multiple times where they could not find a dasher and my order was set back about a half hour- an hour.,-0.055555556,multiple time,9.578373097,2
2225,ubereats,630,Spoke to an agent about a reorder for an order that was dropped off that the wrong house in the wrong neighborhood.,-0.5,3728,i assume that is an automatic email response they had.,0.0,email response,1.082339294,1
2227,postmates,1062,I Love Postmates because they have great service and good deals and the drivers usually I'll always get the orders right but when they don't they're ( Postmates customers service) always quick to make things right,0.379251701,6400,i love postmates because they have great service and good deals and the drivers usually i'll always get the orders right but when they don't they're ( postmates customers service) always quick to make things right,0.379251701,good deal,2.453121192,5
2232,ubereats,587,I've been having them for years.,0.0,3381,my husband even worked for them during the pandemic and it is ridiculous the amount of times we've had to reach customer support for issues of all kinds.,-0.333333333,reach customer,4.436565912,1
2233,ubereats,690,"With Chick-Fil-A orders, the app doesn't let me select any of the required sides and drinks.",0.0,4215,"this is also happening with local restaurants...my other favorite ""feature"" is when the search shows you dozens of restaurants but when you tap them, it warns you ""this place will close in 3 minutes.""",0.125,local restaurant,2.25703686,1
2234,ubereats,831,I ordered from a local restaurant and was told by my driver it would be a 30+ minute wait on top of the wait time i already had and was asked by my driver to cancel the order.,0.25,5096,i ordered from a local restaurant and was told by my driver it would be a 30+ minute wait on top of the wait time i already had and was asked by my driver to cancel the order.,0.25,local restaurant,2.25703686,1
2239,ubereats,830,"As drivers we are not happy with Uber… we are not being given information anymore, add in some of you don't tip.",-0.4,5093,"ie… delivery comes up 5.5 miles pay 4.35 two things on why we aren't going to fulfill this order(well a new or desperate driver will eventually) 1) we are not given any info restaurant, location, drop off area 2) low pay, either because of uber or customers being cheap.",-0.015909091,low pay,0.73428433,1
2243,grubhub,23,The app is what it is a food ordering service.,0.0,299,this is not the first time it has happened!,0.3125,first time,17.88112268,1
2246,grubhub,126,"I ordered three items to be delivered between 12:40-12:50 and when it's just 10 minutes before it was supposed to be delivered it was delayed and then the driver changed because the restaurant was taking to long, then it was further delayed another hour and half.",-0.072222222,1052,"then for the new driver to not even drop the order off in the right area or keep it for themselves, all i know this is completely unprofessional and has not been the first time this has happened i do not recommend to anybody",0.193019481,first time,17.88112268,1
2257,grubhub,422,"Have not used GH in years, using it for the first time sort of was just so darn easy..Pop up and down arrows made sense.",0.047222222,2242,"have not used gh in years, using it for the first time sort of was just so darn easy..pop up and down arrows made sense.",0.047222222,first time,17.88112268,5
2258,grubhub,447,"First time user of Grubhub, and received a phone call 10 minutes prior to when my order was going to be delivered advising that the restaurant did not receive my order and it would need to be canceled.",0.125,2324,"first time user of grubhub, and received a phone call 10 minutes prior to when my order was going to be delivered advising that the restaurant did not receive my order and it would need to be canceled.",0.125,first time,17.88112268,1
2265,ubereats,589,We ordered some cake but my husband soon realized we had the wrong address in and cancelled it within a minute so there was no way they were preparing our order.,-0.5,3403,the first time i was resolved and they were the kind the second time the help line basically said you should have contacted us that night sorry there is nothing else we can do and would not further explain why we were charged three different times for food we did not get.,0.058333333,first time,17.88112268,1
2266,ubereats,628,So first time I order UberEATS was McDonald's for a double quarter and 20 piece chicken nuggets and no drink because I can make my own.,0.0625,3712,pretty much ruined my morning and it was the first time using this app.,0.233333333,first time,17.88112268,3
2267,ubereats,716,I had few missing items on my Uber eat order.,-0.2,4378,"after a long back and forth with robots answering, they said my purchase was not eligible for refund and that my account had too many refund requests...this was my first time asking for a refund.",0.175,first time,17.88112268,1
2270,ubereats,812,"First time using this app, only because I had a $25 promo to try it out.",0.125,4994,"first time using this app, only because i had a $25 promo to try it out.",0.125,first time,17.88112268,1
2271,ubereats,821,"No refunds, even if an entire entree is left out of the order.",0.0,5041,"first reason was that the restaurant doesn't offer refunds, then they said it was because we had requested too many refunds in the past - this was our first time ordering, we downloaded the app that day.",0.1875,first time,17.88112268,1
2273,ubereats,887,"I love this app so much, this is my first time using it and I got so many discounts, the food came in the exact time it said it would and I could track my order from the time I placed it.",0.34,5433,"i love this app so much, this is my first time using it and i got so many discounts, the food came in the exact time it said it would and i could track my order from the time i placed it.",0.34,first time,17.88112268,5
2274,ubereats,896,"me and my family want to surprise my little sister with her favorite fast food restaurant and instead of going out we ordered it on here when we ordered it on here the guy ""James"" confirmed he would be bringing our order keep in mind this is our first time using the app ever James tracking thing on the device disappears and he never delivers the food we talked to many people for refund or to find the guy there was no way they could track or contact him.",0.277083333,5481,"me and my family want to surprise my little sister with her favorite fast food restaurant and instead of going out we ordered it on here when we ordered it on here the guy ""james"" confirmed he would be bringing our order keep in mind this is our first time using the app ever james tracking thing on the device disappears and he never delivers the food we talked to many people for refund or to find the guy there was no way they could track or contact him.",0.277083333,first time,17.88112268,1
2278,ubereats,979,"A couple joke of an app and customer service is hard to get a hold of, they make it nearly impossible to talk to an actual person.",-0.319444444,5937,"this was my first time using the app and it will be my last, high disappointment.",-0.0475,first time,17.88112268,1
2282,postmates,1106,I don't know if it's the drivers in my area where the restaurants but I always seem to have an issue with my orders that I recently ordered two times in one day the first time my order was missing part of it and later on my driver never brought my order and they got canceled I will still charge for it I am upset,0.0125,6568,i don't know if it's the drivers in my area where the restaurants but i always seem to have an issue with my orders that i recently ordered two times in one day the first time my order was missing part of it and later on my driver never brought my order and they got canceled i will still charge for it i am upset,0.0125,first time,17.88112268,1
2283,doordash,1119,Person never dropped off food and toke a black photo.,-0.166666667,6621,for the first time ordering i can say it definitely was a sucky experience!,0.125,first time,17.88112268,5
2284,doordash,1162,"When I placed my order through the Chic fil a app, it routed me to finish the order through DoorDash.",0.0,7146,"since a reasonable amount of time passed, i opened the doordash app and the order didn't show for me there either so i went ahead and ordered again, thinking it was my first time ordering.",0.225,first time,17.88112268,1
2288,doordash,1275,"Time and time again I order something from my town, and time and time again I don't receive my full order.",0.35,8160,so if i actually want my order i have to go back and spend even more on those things when it wasn't right the first time.,0.207142857,first time,17.88112268,2
2290,grubhub,414,Took a while to get but I ordered during traffic time but I must say it was hot crispy and really tasteful only problem is they forgot the drink and cookie that came with the pot pie meal other than that it was really good 😊,0.205,2219,took a while to get but i ordered during traffic time but i must say it was hot crispy and really tasteful only problem is they forgot the drink and cookie that came with the pot pie meal other than that it was really good 😊,0.205,only problem,0.87783119,4
2291,ubereats,617,I use Uber Eats every day!,0.0,3621,"the only problem with it is that i don't know if i have ordered from a restaurant before without tapping on the restaurant to see the menu and seeing the ""order again"" section.",0.0,only problem,0.87783119,3
2292,ubereats,783,"They're definitely upping their selection of foods, and I'm also a part time driver and I can say the drivers are treated well and the drivers are usually very good.",0.455,4815,i waited 2 and a half hours for my breakfast during a slow time when everyone should be awake (8:30) they ended up canceling my order with no explanation or credit for the inconvenience.,-0.233333333,half hour,2.377771703,3
2294,grubhub,34,"The reason I called customer care was because the driver left my food out on the sidewalk in front of my apartment building and didn't bother to call or text through the app, just sent a picture of the food on the dirty concrete, and dogs use that area to relieve themselves often.",-0.15,409,"..my husband had to reiterate the story of the crummy delivery drop off to both salim and his supervisor before we finally got a refund for the inedible food, but no additional credits for our trouble.",-0.1,inedible food,0.93611491,1
2296,ubereats,979,"A couple joke of an app and customer service is hard to get a hold of, they make it nearly impossible to talk to an actual person.",-0.319444444,5935,"when you do they don't help the issue you might be having, they say sorry then continue to give the same automated response thinking that will help.",-0.25,say sorry,2.35335916,1
2297,postmates,1019,Don't use them for shopping.,0.0,6184,"they're rude and consistently cut the chats prematurely, you have to wait like 30 mins for someone to read what you're issue and then just say sorry, you have the best resolution.",0.1125,say sorry,2.35335916,1
2302,doordash,1231,"I don't know how this happens but if I just don't pay for dashpass, service is entirely hit or miss.",0.0,7787,..so if they mess up enough the only way to get your money back is to order again.,-0.04375,only way,1.770486863,1
2305,ubereats,776,Uber not only lets people that can't follow a gps deliver for them but they also have the worst customer support system I've ever seen.,-0.5,4769,uber not only lets people that can't follow a gps deliver for them but they also have the worst customer support system i've ever seen.,-0.5,support system,0.577350269,1
2307,grubhub,26,"Not only is Apple somehow changing 1-star reviews to 5-star for this app, but in the app you can't even review a restaurant or driver once you have a problem.",0.0,319,"not only is apple somehow changing 1-star reviews to 5-star for this app, but in the app you can't even review a restaurant or driver once you have a problem.",0.0,star review,1.302249593,1
2308,grubhub,136,Inexcusably large upcharges and food is consistently 20-30 minutes late.,0.054761905,1112,"just go get your own food, it's not worth it...please note that while this app has a ""5 star"" rating, you'll notice that if you actually read the 5 star reviews they are all negative.",0.0375,star review,1.302249593,1
2311,doordash,1186,DoorDash used to be great.,0.8,7373,you have to contact customer support.,0.0,contact customer,14.8072578,2
2312,grubhub,296,"UPDATE: Developer response is to say, ""contact customer care,"" but it sends you to a page where there is no customer care.",0.0,1822,"update: developer response is to say, ""contact customer care,"" but it sends you to a page where there is no customer care.",0.0,contact customer,14.8072578,1
2315,doordash,1266,"So I have been using door dash for years and generally, everything is really good.",0.375,8095,i don't know if this is with everyone but i stay in an apartment and every time i tried to use express delivery they get lost.,0.0,express delivery,1.192638161,4
2318,ubereats,906,Ordered tons of times through the app.,0.0,5535,the fees are like 15% of the order and then you have to add tips on top which makes the whole thing not worth it.,0.183333333,whole thing,1.115442055,2
2319,ubereats,513,I have been an Uber customer for 7-8 years now.,0.0,2661,then few minutes later i receive a separate message that stated that no they were not going to make this right and that i have no recourse.,0.028571429,few minute,2.274033277,1
2320,ubereats,596,Very disappointed!,-1.0,3461,i provided her the information she had requested and expected delivery of my order within a few minutes.,-0.15,few minute,2.274033277,5
2322,postmates,1075,Their no ability to call which only leave text support.,0.0,6454,"it took an hour of ""just give me a few minutes"" to be told what a policy is.",-0.2,few minute,2.274033277,1
2324,doordash,1190,I ordered food to be delivered to a hotel where I am staying in NJ.,0.0,7412,"in addition, he waited until i arrived, since i told him when he called that i was only a few minutes from the hotel.",-0.1,few minute,2.274033277,5
2325,grubhub,7,"I ordered Wendy's one night at around 10:00 - 10:15, and they had to delay my order for about 30 minutes, which i get, stuff happens ya know it can't always be perfect.",1.0,108,"and then i get another delay, and then another, next thing i know my order is not going to arrive until an hour and a half past when it was originally going to arrive.",-0.010416667,next thing,1.515098429,1
2328,doordash,1191,I've had the dash pass for 2+ years and after a certain point you just don't get anymore compensation.,0.214285714,7426,"if you're new to the app they will compensate you but if you're not, it's over with whenever something happens with your order.",0.136363636,thing happen,3.343000397,1
2344,doordash,1304,"When you order delivery, they tack on ""fees and taxes"" onto your order.",0.0,8363,"you would imagine this would include the taxes on your food, however, everything on the menu is also raised a few dollars for some apparent reason.",-0.075,few dollar,1.363548124,4
2353,grubhub,80,"I ordered food and when I went to check the status near the time of my provided delivery window, it had said it had been delivered 30 minutes before.",0.1,756,"i ordered food and when i went to check the status near the time of my provided delivery window, it had said it had been delivered 30 minutes before.",0.1,delivery window,0.913477414,1
2355,grubhub,124,Longtime Grubhub user.,0.0,1035,food is never delivered on time (and the estimated wait/delivery windows are regularly changed without notice to make it look like deliveries aren't late when they always are).,-0.15,delivery window,0.913477414,1
2362,grubhub,85,"Recently, I placed an order for my elderly mother.",0.0,785,apparently she was too stupid to notice no one lived at the house next door.,-0.25,next door,1.20762041,1
2367,ubereats,874,The interface for entering an address didn't show me the location on the map.,0.0,5369,"fine, okay, whatever…..except they sent me a message saying i'd be charged for the order since it was prepared...awful user experience.",0.458333333,message say,4.509369176,1
2373,ubereats,571,they are thieves they stole my money whenever I asked for my orders they took time to assign the delivery person and I had to cancel my last order because it took a long time to assign my delivery person I had to wait for the hours for my order to arrive and the restaurant was at Only 7 minutes from my house I despaired of waiting for him to assign me to the person who would deliver my order and I decided to cancel it.,-0.016666667,3269,they are thieves they stole my money whenever i asked for my orders they took time to assign the delivery person and i had to cancel my last order because it took a long time to assign my delivery person i had to wait for the hours for my order to arrive and the restaurant was at only 7 minutes from my house i despaired of waiting for him to assign me to the person who would deliver my order and i decided to cancel it.,-0.016666667,long time,5.94835,1
2376,postmates,1011,Postmates is the fastest way to go broke ordering delivery.,0.0,6096,"we have been customers for a long time now and we pay the yearly ""unlimited"" service fee in an attempt to make the experience more palatable to our wallet.",0.225,long time,5.94835,1
2380,doordash,1149,Very disappointed.,-0.975,6996,"unfortunately, that restaurant was closing in 5 minutes after we were finished with the phone call with doordash (which took a very long time, at least 45 minutes), so they weren't taking anymore orders.",-0.288333333,long time,5.94835,1
2388,grubhub,47,Had to make a second account to order food because my account that I only had access to was disabled because they felt like it just for them to do it a second time.,-0.05,517,had to make a second account to order food because my account that i only had access to was disabled because they felt like it just for them to do it a second time.,-0.05,second time,8.315595731,1
2389,grubhub,68,"I used the app to arrange for a Thanksgiving dinner to be delivered to my mom and her neighbor, and used PayPal for the $77 total.",0.0,680,"..so, i tried again, and the order was immediately cancelled a second time but they took the $77 out of my paypal again.",0.0,second time,8.315595731,1
2396,ubereats,575,I ordered food to be delivered to my girlfriend who is in a pinch and doesn't have money for lunch.,0.0,3296,"..after that i attempted another order but my girlfriend had to go back to work so she couldn't eat even if she wanted to, and we were charged a second time for cancelling.",0.0,second time,8.315595731,1
