r_id,s_id,sentence,sentence_sentiment
114,973,Once I upgraded to free delivery the actual prices went up and delivery times are consistently 50 minutes.,0.2166666666666666
1258,8033,"All the food is taxed on top of the actual price through this app, On top of that you want me to wait an hour for the delivery, and still want me to give the driver a tip.",0.3333333333333333
1342,8636,"Not to mention they not only charge extra fees, but also raise the price you see on the menu from the actual price the restaurant charges.",0.0
301,1847,Please update the gos you give the drivers.,0.0
1267,8109,"Doordash, please update your maps.",0.0
509,2596,I frantically tried to call him via the app but after multiple attempts was never able to get thru.,-0.125
1323,8490,I made multiple attempts through the app to submit a no-show report.,0.0
7,116,"I attempted to contact support multiple times after but for some reason it would not reconnect me to anyone else, I did get reconnected to one person, however they said nothing the entire time, and after sitting in the call for about 5 minutes with no response, I left.",0.0
41,478,I contact support again for a full refund cause everything is freezing cold.,-0.125
79,752,edit: why are you asking me to contact support again?,0.0
308,1878,I try to contact support but they always have a way to shut me down even tho I'm a plus member!!,-0.2430555555555555
548,3034,.I contact support the first time to ask them if it could be canceled and support tells me delivery is taking too long due to it being busy today and not a lot of drivers on the road.,0.04375
623,3669,My orders have been messed up multiple times but when you contact support you could be waiting up to 3-4 DAYS for a response.,0.0
801,4932,"Contact support, they take 25 minutes to not cancel the second order and it gets delivered too.",0.0
924,5624,I attempted to contact support but they said I have a high amount of refund requests despite never using the app.,0.16
953,5791,..I used the app to contact support.,0.0
1018,6173,Couldn't contact support through the app so had to do it online.,0.0
1151,7015,I contact support through the chat and over the phone and have not been able to get any help.,0.5
1169,7228,"..When you contact support, the first message always seems like they will be so helpful but it's downhill from there.",0.25
1216,7655,"then just now i made a Dennys order and it was accidentally for pick up which i chose delivery okay, and i contact support for them to say they can cancel it and i can reorder it, so she did and connected me to another agent who couldnt refund me….",0.5
1233,7805,I text'd contact support and showed them the picture the dasher send of the mat and door they delivered to.,0.0
583,3355,Because Uber takes ridiculous amount of cut.,-0.3333333333333333
1122,6659,Mind you we tip a ridiculous amount both being in the service industry.,-0.3333333333333333
95,849,Add the monthly fee to that and it's just crazy how much you're paying if you keep track!,-0.175
984,5959,"So I was able to set myself up for a monthly fee, which I was entice to do becauseI was going to save on the order I was currently making, then I was not allowed to make that order.",0.25
1316,8441,..Service fee plus monthly fee plus city fee plus tip all on top of the order.,0.5
800,4923,"My experience has been very good, .Most drivers arrive on time, .My food is never tempered with, .I always tip well if I get 100% everything I ordered, I know late nights can get frustrating and tiring but us people that order appreciate you and all you do to make this experience the best so I thank you for that.",0.3025
1287,8247,Did you order a late night pretzel and some coffee to get some work done?,-0.3
653,3935,If your order doesn't arrive or an item is missing you can call Uber and they will refund the money spent on the order or item.,-0.15
96,851,I never had a bad experience until this week.,-0.6999999999999998
221,1506,I've never had a bad experience with Grubhub and have has delivery drivers go above and beyond.,-0.3499999999999999
570,3260,"I just gave them another try after a bad experience a while back, and it was a total fail.",-0.2999999999999999
787,4842,I use both DoorDash and UberEats but I've permanently deleted this app after too many bad experiences.,-0.0999999999999999
839,5139,"Uber customer service did refund me, but that was still a very bad experience.",-0.9099999999999998
928,5646,I chalked it up to a bad experience.,-0.6999999999999998
1013,6122,"And to top it off, you told me to go review the driver as a way of alerting you to my bad experience?",-0.0999999999999999
1109,6575,I've never had a bad experience with postmates and I use it literally everyday.,-0.4499999999999999
1131,6788,Honestly I've had both good and bad experiences but you should know that there will be times they ruin your evening and they really don't care.,0.2
1324,8503,Nothing but bad experiences.,-0.6999999999999998
480,2429,"I send messages through the customer service chat, and there is a bug: as soon as they respond, I automatically get a message saying that I did not respond, and they close the chat.",0.0
119,1004,If I could I would go grab the food myself but there's a reason I order it.,0.0
1293,8294,If you want real advice take it right here it's waaaay better if you go by yourself grab your food and take it home then using this app but if you can't go grab the food yourself use this I only rated it one star because of the tax that's thrown on here for no reason I can't even tip the DoorDash driver bc 10 dollars gets added on every meal you order to sum up the story / if you absolutely can't get the food yourself use this app but if you can then absolutely do NOT use this app you'll waste waay more money on tax than gas using this.,0.1732142857142857
1,35,You guys should get customer service employee's to help with blocked accounts instead of having drivers waiting and responding to emails that never receive a reply!,0.0
5,77,Another brief message I would get is to call customer service if the problem continues but could not find a customer service number anywhere.,0.0
5,78,"I finally found the customer service number by reading the reviews, I called and the customer service person working from home had a rooster that can be heard in the background.",0.0
6,85,"Terrible service, terrible customer service.",-1.0
6,102,Contacted customer service chat they adjusted the wrong item to refund for $3+.,-0.5
9,133,I agree with the reviewer who said that customer service only response is to refund your $ but not to make it right..,0.1428571428571428
10,149,I went to the app and tried to use the chat to talk to customer service.,0.0
10,153,"After 10 minutes of no response in the chat, I found the customer service number and called them.",0.0
11,172,"I do work customer service and I do know how hard it can be, but in this case, how I was treated, was unacceptable.",-0.2916666666666667
15,212,I have had to deal with their customer service several times.,0.0
15,219,"I went and read the email Grubhub sent and they stated it was a delivery error, but customer service blamed it on the restaurant.",0.0
20,256,Start chatting with customer service and they won't give the drivers number or any form of communication.,0.0
21,268,I kept talking to customer service and they would not tell me if it was something with the restaurant or was it just that the driver was not going to pick it up from the place.,0.0
21,269,Eventually after talking to about 3 customer service reps I canceled the order and went to get it myself.,0.0
21,275,They need serious work on customer service and driver issues before I will ever use them again.,-0.3333333333333333
23,292,"What do you expect to receive from a company that adversities ""customer service""?",0.0
23,301,"I hate this app, and the customer service which is not!",-1.0
24,307,Customer service says once the order has been marked as delivered there is nothing they can do.,0.1
24,314,Talked to customer service and waited for over an hour after our wrong order was delivered to finally get someone on the phone who also wouldn't accept any accountability.,-0.25
31,380,"I find it very easy to use, and it has many features that improve quality of life such as express reordering and multiple methods of payment...Customer service I've found to be divisive among people who use this app.",0.2658333333333333
32,393,"customer service told me they'd refund me within 48 hours and here we are, 48 hours later with no refund.",0.0
35,416,"Therefore it seems if a driver steals food or leaves food in an unsecured area, the driver gets away with what was done...I did contact customer service and the order was replaced.",0.0
35,418,"After pressing hard with customer service, I was finally give a 20% discount on a future order, which expires in 1 month - why the expiration??",-0.0972222222222222
35,419,"?..Regardless, I am frustrated that the driver is allowed to get away with this and that I have no way of being able to contact the driver to ask where the food is...Customer service ought to be more generous upfront when things like this happen to ensure customers remain loyal to their service...It was an awful experience.",-0.0733333333333333
38,442,"Placed an order and waited 2 and a half hours, called the restaurant and was told the food was picked up a while ago, I couldn't reach the driver nor the restaurant could..When I chatted with customer service twice,.No one could reach the driver or call the restaurant, the restaurant blamed GrubHub and GrubHub blamed the restaurant.",-0.1666666666666666
41,473,"I contact customer service they say it will be another hr, and give me a 10$ perk.",0.0
44,493,"Customer service is very polite, but useless.",-0.15
45,505,The customer service is terrible.,-1.0
45,509,"Its customer service is terrible, and it's a drag on your brand.",-0.55
47,521,Especially their customer service.,0.0
55,581,"The app works fine, which is why I gave it 3 stars, however there is a severe lack of customer service.",0.4166666666666667
56,591,It has passed an hour and some minutes since I ordered and I called the cookie place I ordered from and they said they couldn't do anything so I called the customer service number and it TOOK SO LONG for the lady to give me my money back.,-0.025
56,596,They have terrible customer service…,-1.0
57,597,Where to begin… this company is truly terrible when it comes to customer service.,-1.0
57,598,I've given them and their terrible customer service modal way too many tries.,-0.1999999999999999
57,601,"After contacting customer service 5 days in a row trying to regain my account, I got no answers, just empty promises that another team was ""working"" on it.",-0.1
58,605,When I contact customer service regarding the issue they say they have no record of me being a grubhub + member but can refund me the charge.,0.0
60,622,Plenty of $ there?Customer service says for my protection???,0.0
61,629,Customer service is insanely horrible.,-1.0
61,631,I've been disconnected from customer service and have had questions that were refused to be answered.,0.0
61,634,"No problem, but going to customer service was crazier.",0.0
64,660,Also customer service is like talking to a wall.,0.0
66,673,tried talking to customer service and they only offered 5$ credit for a 50$ meal per a dumb policy that does not put the customer's needs as a priority.,-0.1875
73,711,This is somehow the worst delivery and customer service.,-1.0
73,712,"I've had food stolen, delivered to the wrong place, missing food items, customer services not providing solutions, and delivery drivers admitting they don't read delivery instructions.",-0.35
75,729,Customer Service is no help either.,0.0
80,758,I was unable to go back and see my driver or rate them or anything and customer service was not able to give me any information on what happened.,-0.25
80,760,Customer service only offered to reorder my food which also arrived late.,-0.15
84,779,The customer service representatives offer to do nothing to help you and don't care.,0.0
90,812,"I've only ever had my order show up correctly a few times, and at this point I'm thinking of trying a different service...EDIT: The link customer service responded to this post with doesn't work, that should about sum up the disfunction I'm talking about",-0.0666666666666666
96,854,"They wouldnt refund my money so I chatted w customer service, Hugo, and somehow the chat ended before I could make a choice.",0.0
96,858,Absolutely terrible customer service.,-1.0
101,887,I called customer service and they told me they couldn't tell me why I can't order food.,0.0
109,940,Good customer service goes a long way- a quality that's hard to find now a days.,0.1194444444444444
113,958,There is no customer service.,0.0
113,966,Don't believe anything about a customer service number or email.,0.0
116,984,"..Customer service informed me they would refund the difference, that never happened, put in another ticket and the next customer service rep blew me off.",0.0
123,1031,"To correct customer service graciously sent another delivery, but the address was then transposed, so I contacted them 7 times to update it and even contacted the driver, but no one got my address right so I just waited out on the middle of my street for the food and flagged the driver down.",0.0433862433862433
124,1034,The current customer service is beyond awful.,-0.5
125,1048,"Customer Service never ever follows up, they promise you refunds that never arrive, and wait for you to constantly nag them for weeks before someone will even do anything.",0.0
127,1057,Customer service fought to give my money back.,0.0
134,1101,".The driver (named Sartu) put a notification in that my food was delivered to me when in fact it wasn't..I contact customer service, I give them the drivers name, I told them that I tried to call and text the driver several times, and the driver never responded..They their response is ""sorry"" because they can't get in touch with the driver either do they say..So what you're telling me is this company allows people to take peoples money, and tell them nothing about the delivery, whether it was lost or stolen, or just not delivered at all..I'm  truck driver you can bet  I'll be sure to tell every truck driver in this facility not to do business with you....You basically took my money so you can tell me that you'll refund it to me 3 to 5 days later.",0.0
139,1117,I want to start by saying I don't have to speak to customer service often but I'm always pleased with my experience from Grubhub support.,0.5
141,1127,"Apparently when you contact customer service and try to explain the situation, they will just cancel your grubhub+ membership and not tell you.",0.05
146,1148,The customer service rep offered me a $5 refund.,0.0
163,1222,Better training for drivers to provide better customer service,0.5
164,1224,"However - Grubhub has the worst in app help out of any food delivery service, and 0 actual customer service.",-0.5
166,1235,so not only is the app shut but it would seem the customer service is as well.,0.0
174,1266,Customer service is terrible.,-1.0
174,1267,"The ""customer service"" rep who identified themself as ""Frances NP"" was not helpful in anyway.",0.0
175,1275,Absolute terrible customer service.,-0.4
175,1279,"Waiting after delivery time 3-4 times just be canceled after the fact makes that awful ""gesture"" terrible customer service.",-1.0
188,1327,It's always impressive to great and speedy customer service!,1.0
189,1329,"When I contacted the courier, I was told to contact Customer Service.",0.0
189,1331,Customer service processed a refund and told me I had to re-order.,0.0
199,1390,Terrible customer service,-1.0
206,1419,Grubhub customer service doesn't care in the slightest.,0.0
208,1434,GrubHub refunds quickly and has mostly nice customer service.,0.4666666666666667
209,1439,Customer service is hit or miss.,0.0
217,1479,".Firstly, their customer service is really outstanding.",0.5
218,1488,"Contacted customer service, said it would be around 30 more minutes (another delay).",0.5
223,1509,"I Order 30 minutes before the store was supposed to close, when the driver got there they told them they didn't make the order, driver leaves I never get my order, after 50 minutes of waiting I contacted customer service to find out they cancelled it because it wasn't made and I don't find out till 30 minutes after I was supposed to get my order and only because I contacted them",0.0
227,1528,For the high cost I would imagine better customer service!,0.3925
233,1552,After 5 or so terrible customer service experiences I'm finally deleting this and never looking back.,-0.3333333333333333
236,1560,If you contact customer service they just cancelled the order and erase any proof of the robbery.,0.0
242,1586,I strongly urge you to NEVER download this app.I had to google Grubhub customer service number to even find any help.,0.4333333333333333
243,1589,"When I contacted customer service, they gave me 60 days free of some perk, which I told him I didn't want but she was not helpful in getting my food reordered.",0.4
250,1618,"Called customer service, they were trying to send the reset password to the associate account which has already been changed!",0.0
257,1654,"Second time, the menu for the restaurant was incorrect, they called and told me I had to cancel and it took customer service 30 minutes to cancel and refund me...Only using this because of a giftcard and I will never use this again.",0.0
261,1668,I contacted their customer service 3 times.,0.0
264,1688,"My order was wrong, I contacted customer service and they immediately fixed my order.",-0.2
266,1698,The customer service is a joke.,0.0
267,1702,The order is always cancelled at expected time of delivery with various reasons having been emailed to me but when I call customer service I'm told the underlying issue is error in app communicating to store.,-0.05
272,1722,"The app serves its purpose most of the time, but my address has been wrong for MONTHS, and I've been going back and forth with customer service, but gotten no help.",0.0
283,1761,Worst customer service.,-1.0
297,1828,Horrible customer service and drivers.,-1.0
297,1830,Customer service didn't help.,0.0
306,1867,Customer service is awful.,-1.0
311,1895,Always anout the MONEY- what happened to GOOD CUSTOMER SERVICE!!!,1.0
322,1934,When I reached out to customer service they would give me $5-$10 credit for the late delivery.,-0.3
324,1940,"Tried 3 times to place an order and it would place and immediately cancel…contacted customer service and the response/solution was to ""uninstall and re-install the app""…then they asked me to try their website but to clear all cookies and cache, Seriously???",-0.1166666666666666
327,1952,The customer service people are absolutely no help and they're pretty snarky and rude on top of that.,0.0875
328,1955,Worst customer service when there's an issue.,-1.0
328,1959,Customer service gives same robotic answer that's in some book somewhere.,-0.05
337,1985,Please remember to try pull one over on them as much as possible as they will continuously try to screw you with there awful customer service responses!,-0.5
338,1991,Don't expect to get help from customer service.,0.0
341,2004,"My Mom ordered from GrubHub yesterday, And all I can say is that they had terrible customer service!",-1.0
344,2018,When I called customer service they said they could not tell me want my account was suspended.,0.0
359,2062,"The lack of drivers, poor customer service, very long delivery delays are not worth a consumers time and aggravation.",-0.205
366,2087,"They don't even have drivers to deliver your food and when you reach out to customer service, they're no help whatsoever and actually super rude.",0.0166666666666666
372,2104,The drivers are lazy and customer service is horrible.,-0.625
387,2146,Incorrect order (which happens) but then followed by a poor customer service to which my chat was ended by the rep because I couldn't respond quickly enough.,-0.2
401,2189,"Best customer service, user friendly interface and supports restaurants.",0.6875
404,2192,"I chatted with a customer service rep, Zachary V. He was terrible to work with, should definitely not be working in customer service.",-0.5
428,2264,"I contacted customer service and they said they would give me a refund, but they just gave me credit for the app, but not equal to the amount i spent on the incomplete order.",-0.05
442,2307,It's crap customer service and when ever you try to talk to somebody about any issue it never works out.,-0.8
444,2313,"Glitchy app, customer service non-existent.",0.0
449,2329,Frequently late with customer service that has one response.,-0.3
468,2397,"?.So I told them I will never use them again, and the customer service manager said she didn't care… really?",0.2
482,2432,"Horrible delivery drivers who leave your food where ever without contacting you, and horrible customer service when you call or use their chat.",-1.0
501,2502,"Again, I called customer service and she asked me to delete the app and redownload it.",0.0
501,2504,So again you have taken my money with no service and terrible customer service.,-1.0
501,2506,I would not recommend this company to any individual and their customer service reps need more training assist customers oppose to continuously apologizing.,0.25
503,2528,"They deleted my account…..their ""customer service"" calls me a lier and ends the chat.",0.0
504,2539,Besides that Uber customer service told me when chatting that they were sorry and my $ can't be refunded because I have canceled too many orders recently which was totally false and not demonstrated.,-0.1
505,2547,I tried to call and a customer service agent from Uber notifies me that because it was past 48hrs of me contacting uber about my refund that they would not issue it back to me because they have ‘procedure's' in place to be followed.,-0.125
506,2559,"Customer service pretended to check on my order then claimed they were transferring me to someone with more resources than they currently had, and ended the chat with me.",0.25
517,2697,Service is terrible from not only Uber customer service but the rides are super slow because it doesn't even seem they have enough drivers.,-0.1933333333333333
522,2754,I reached out to customer service with 3 different people and all of them said my account wasn't eligible due to already receiving a refund on a totally different order like 6 months ago?,-0.0416666666666666
522,2757,Horrible customer service.,-1.0
523,2762,"On the phone call with customer service, I couldn't even hear the lady.",0.0
527,2811,This is terrible customer service and now I am owed money I cannot get back…it's extremely frustrating!,-0.75
528,2816,"As I spoke to customer service, they said a person was on the way.",0.0
528,2821,Then the customer service person said they didn't do it and ended the chat abruptly.,-0.125
528,2826,I waited for food until after midnight just for customer service to cancel it against my wishes.,0.0
533,2878,The app would not allow me to use this credit and when I complained to customer service they ignored me!,-0.375
533,2879,"Yes, they are really truly rude and do not care a bit about customer service.",-0.0499999999999999
533,2884,These guys will eventually just sell to DoorDash anyway because customer service is not where it's at.,0.0
538,2935,"..Not only am I irritated and frustrated by the lack of regard of company policy by its customer service department, I cannot even get a person on the phone to speak to!",-0.4375
540,2953,"We had to reach out to customer service, and then found that the customer service number is also not available in the app.",-0.2
542,2977,Mariana a uber representative said there was nothing she could do as a chat customer service member and just write a review and they will learn.,0.0
551,3059,I contacted their customer service right away and asked the representative to reinstate my order if the restaurant had already prepared my order.,0.2857142857142857
551,3060,"However, the customer service lady came back and told me that they are unable to reinstate my order nor issue me the refund.",-0.25
551,3064,The customer service rep said the manager will contact when I requested to escalate this issue but they never did.,0.0
554,3085,"Some of the worst customer service I've ever experienced in my life, and not just once, on a repeated basis.",-0.0999999999999999
554,3093,"My integrity is not in question, and to insinuate that I am being dishonest is deeply offensive...Perhaps Uber should be more concerned with improving their order accuracy, drivers, and truly terrible customer service.",-0.2
555,3097,I did not appreciate the way in which their customer service rep implied dishonest behavior on my part.,-0.3
557,3112,"Usually I have no issue but when I do have an issue, they have very bad customer service.",-0.5799999999999998
557,3114,From 8:15 to 8:30 to 8:45 to then 9...When I complained about the delayed order the customer service would not even acknowledge that the order is late.,-0.3
562,3176,"Spoke to 2 customer service reps thru the chat, the first one just asked me for a picture of the promo and than transferred me for some reason to a never ending wait.",0.25
562,3182,Ridiculous customer service.,-0.3333333333333333
576,3303,But the customer service/assistance is just horrible.,-1.0
579,3319,"The worst part is that even though all of this was going on, I couldn't cancel my order until I was finally connected to a customer service agent who was extremely rude.",-0.4333333333333333
580,3333,"Customer service will only feed you pre-written lines, sometimes giving you 'help' that doesn't even apply to your issue.",0.0
583,3358,"Do America a favor and delete this app...Not only that, customer service agent has been replaced by bots.",0.0
584,3361,I have been waiting for OVER an hour that has NEVER EVEN BEEN DELIVERED… I tried contacting the driver MULTIPLE times with no response and I'm here with my daughters who now don't have dinner and I don't know what to do this is BEYOND bad customer service!!!,-0.5
590,3411,I will never use Eats or any Uber service again because of how appalled I was at the lack of customer service regarding this issue.,-0.8
599,3488,"5 minutes later, he knocks on my door and says he can't find the store address online and to just contact customer service for a refund.",0.0
599,3490,It took 20 minutes to correspond with customer service in a selective one-way text.,0.0
599,3495,Customer service said he'd initiate the refund and still I have the full grocery and tip charges.,0.35
604,3531,You'll get lucky if you get a good customer service rep when things go wrong.,0.1777777777777777
604,3536,Uber is ridiculous especially if you pay for a membership and receive mediocre customer service.,-0.2777777777777777
605,3544,I asked to speak to the manager and was disconnected from TWO extremely unhelpful customer service reps.,-0.125
611,3584,"The customer service chat are awful!.I'm a disabled person and they won't even give you time to type out your issue before they hang up in chat, so you have to try and reach them again, which means you have to wait in line/on hold again for 10 -20 min and or longer only for them to hang up on you again after I have managed to type ""please be patient with me as I try to type I'm BLIND.",-0.2333333333333333
618,3628,Call the customer service number today after the required 5 days and they ended the call and said this matter better regarded for another party but nothing from their management.,0.5
619,3637,"""..When I told him we were in the middle of being refunded by ""Dennis"" the first customer service agent, he said ""Nope, that's not possible.""",0.0833333333333333
621,3661,You don't know the first thing about good customer service and that's real sad.,0.0666666666666666
625,3688,"Horrible customer service, and completely unprofessional to ignore us!",-0.4375
629,3716,I got dinged for something recently and Customer Service said.,0.0
630,3732,"Never using again, already not using Uber due to a poor customer service experience there as well.",-0.2625
631,3734,Where they fail is customer service!,-0.625
633,3749,I used to like this app but the level of customer service when something goes wrong is horrible.,-0.75
633,3755,It's insane how this many people have problems after reading your reviews and you haven't fixed your customer service.,-0.1333333333333333
635,3769,I texted customer service but they asked me to wait for the order and said restaurant food won't get cold as it is insulated.,-0.6
635,3771,This app has worst customer service.,-1.0
638,3792,When the driver called his service line they said they couldn't help us and to call the customer service line.,0.0
654,3941,"The app is trash , customer service is trash, pricing is misleading .",0.0
657,3961,"I talked to two customer service on chat, called and got connected to a supervisor and my issue was not fixed.",-0.05
659,3984,The customer service afterwards was dreadful.,-1.0
672,4085,Customer service is a joke.,0.0
673,4100,"The customer service was very automated, scripted and not helpful at all.",0.2
678,4138,I asked for customer service because I canceled said order not even a minute after I ordered it (took three days of repeat questioning to even get an agent and when they answered they said the restaurant was already preparing the order and closed the chat).,-0.1
679,4148,"..So to sum it up: horrible customer service, routinely late, crappy app.",-0.65
681,4169,The worst customer service I have ever experienced and I will never use any Uber services again.,-0.0999999999999999
694,4236,Customer service is the worse ever!,-0.5
702,4281,It is the most absolute terrible display of customer service I have EVER experienced!!,0.175
704,4295,"I contacted customer service and they told me my order was not ""eligible"" for a refund because it showed that the driver reached the drop off location.",0.0
704,4296,This is terrible customer service!,-1.0
726,4440,Reaching Customer Service is often additional long waiting time or not reached at all.,-0.05
731,4471,I contacted customer service as my wife was unable to eat her food due to the foreign hair that she found in the nuggets.,-0.25
731,4472,"It took customer service over 8 hours to respond to me and then refused to help my issue due to I had already thrown the food away at this point, and they wanted a picture of the hair.",-0.125
731,4473,Customer service also refused to fix the issue with the milkshake sizes as well.,0.0
732,4480,He had to cancel and I wanted to get a refund but customer service wait was long and the wait time kept getting bigger and higher.,0.0666666666666666
734,4488,I contacted the customer service which refused to refund me because they say the driver contacted me and waited 8 mn.,0.0
737,4501,Half of my orders are not delivered and customer service offers no help.,-0.0333333333333333
739,4523,"I called customer service and they told me that they couldn't do anything until the driver marked it as ""delivered.""",0.1
748,4577,I've been using this app for years and I really appreciate the customer service.,0.2
749,4584,I had to contact customer service to cancel it and they still charged me on renewal date.,0.0
749,4590,and their customer service is garbage.,0.0
754,4613,Where is the customer service to this?,0.0
756,4632,"I contacted customer service but they told me since you cancelled it, you were charged the fee.",0.0
762,4668,Worst experience I have ever had ordering food and worst customer service.,-1.0
764,4684,"Customer services cannot explain their ""newest Uber one loyalty program"" properly; all they could say was ""ah please check updates"".",0.0
765,4695,POOR CUSTOMER SERVICE,-0.4
769,4719,This happened to me and i tried to contact customer service.,0.0
769,4725,I've never had a problem with them and they have a nice reliable customer service.,0.6
773,4752,Maybe Uber customer service should take a look at the pretty sharp decline of Uber's stock price.,0.0625
785,4830,.Worst customer service experience ever.,0.0
786,4839,.You can't even find a customer service number to even call anyone to make a complaint.,-0.3
787,4841,"As many other users have written, the app itself is probably ok but the customer service is horrible.",-0.03125
787,4846,And dealing with the resulting customer service was super robotic and unsatisfactory.,0.1166666666666666
789,4863,Truly the worst customer service I have ever experienced.,-0.0999999999999999
790,4867,Customer service said there's nothing they can do and refused to help me with either a refund or credit.,0.0
790,4868,Customer service also said I cannot pick up the item I ordered even though I paid for it.,0.0
795,4901,Always an apology from customer services and never a solution.,0.0
796,4905,"The customer service reps are rude, and they lie when saying they will have their supervisor get back to you just to get you off the call.",-0.15
797,4908,Worst customer service ever .,-1.0
797,4912,Horrible customer service and they themselves are preventing me from um using the app.,-1.0
798,4915,They have the WORST customer service imaginable.,-1.0
798,4919,"It takes forever to get a driver, and when you complain to customer service, they do NOTHING to help you.",0.0
802,4937,"Recently, this app has been impossibly terrible in their customer service.",-0.5
804,4948,"Or the food comes and it's wrong or half of your coffee is missing, spilled, dripping out of the bag and customer service tells you it's not their problem that you just paid $25 for a cup of coffee that you didn't even get … bad customer service.",-0.3916666666666666
807,4961,"So I waited 3 hours for this :).At last, when I chat with customer service, they just cancel my order, without any refund or coupon.",0.25
810,4982,There was no customer service number where I could call I could only send a message.,0.0
818,5025,But their customer service is bad all around.,-0.6999999999999998
819,5033,"all the agents are fine, but the design of their customer service is pathetic",-0.2916666666666666
824,5055,Reached out to customer service who told me to wait for delivery and then contact them again for a resolution.,0.0
824,5057,"In no way is this the drivers fault, but Uber customer service told me there was nothing they could do because the order was complete.",0.1
832,5102,"I've already rated the bakery involved, because the entire experience amounted to ""this isn't my problem"", and the customer service all around was a wild ride of indifference.",0.05
833,5110,Customer service was slightly less than excited to do anything (nothing) they only gave me the option to cancel and wait up to 48 hours to get my money back.,0.0520833333333333
838,5130,"While I understand that all food delivery services have there share of problems, Ubereat's customer service leaves a lot to be desired.",0.0
838,5132,This is the only food service platform that I have issues with the customer service taking so long to address an issue.,-0.025
850,5219,It's absurd customer service.,-0.5
852,5235,"So I went to customer service and started a chat, I had to leave my phone for something really quick.",0.3333333333333333
858,5273,"What's ridiculous was that when I try to contact customer service for this issue in the app, it shows issue resolved because I took the credit??",-0.3333333333333333
858,5275,I have to call customer service to get my refund..because agents from the app just couldn't help with it!,0.0
861,5293,Bad customer service.,-0.6999999999999998
865,5317,I called to complain and get some explanation and recieved no help from Uber's customer service.,0.0
871,5345,Customer service never addresses the problem they offer credits for the app or tell you to talk to your bank about it.,0.0
880,5402,"Contacted the customer service and the answer was: whatever number you see at checkout, that's only their ""estimation"".",0.0
885,5423,I got finessed by a customer service agent.,0.0
885,5429,I followed up with customer service and they said I couldn't get anything at all!,0.0
901,5508,Customer service was no help.,0.0
905,5529,They have bad customer service support very rude very disrespectful and don't expect to get your money back even if it is there fault trust me they are not gonna care if you didn't get your food after you made 3 order and all of them were canceled also just a bad app in all I don't understand you have no reimbursement what so ever .,-0.3179999999999999
917,5583,"I order my Uber food and then find out afterwards that the driver is unable to deliver it, but I still get charged the amount for the food so it like a free meal to the driver because they are unable to deliver to my location so I can't even get the food, and when I contact customer service about it, they are unable to give me a refund, and they all say the same thing to me, and one even hung up before even trying to resolve the issue.",-0.22
927,5642,Uber subsequently contacts us days later to inform us our account is closed and we won't be receiving payments due to fraud...I tried to dispute it and got locked in a spiral of automated email responses and customer service reps that direct you to the email which generates an automatic denial response...User beware,-0.025
943,5732,"And if you call customer service, they'll tell you there's nothing they can do.",0.0
947,5752,"Customer service chat, took over an hour and still didn't fix it.",0.0
947,5755,DoorDash has much better customer service and resolution management.,0.5
956,5807,That is an absolute joke and laughable approach to customer service.,-0.15
963,5842,I have tried to reach out to customer service with no response.,0.0
964,5852,"Don't ever use Uber too, so much fees and no customer service.",0.2
968,5875,Terrible customer service.,-1.0
969,5885,"Customer service basically threatened for disputing fees added AFTER cancellation that ""you shouldn't have disputed"" and then blocked Uber rides, which had been separate from Eats.",0.0
969,5887,Horrible customer service - they won't let you leave and add extortion fees when you try to.,-1.0
979,5934,"A couple joke of an app and customer service is hard to get a hold of, they make it nearly impossible to talk to an actual person.",-0.3194444444444444
983,5955,Paying for priority on many occasions feels like it's a total scam and they can tell you that the order will be later without giving any restitution customer service is absolutely useless and condescending.,0.0
991,5992,The customer service here is a joke.,0.0
1000,6031,It's the worst customer service I have ever seen.,-1.0
1000,6032,".I have to wait for my order for more than 2 hours from a restaurant that is 20 min away, and unfortunately I was having Avery hungry kids with me to be surprised after that with a wrong messy order and we have nothing to eat, then when I contact customer service instead of apologizing there is no response even I had a promotion with $25 they haven't refund it Back.",-0.1
1010,6092,"We used to be able to get them to issue a refund after some arguing with customer service, but now they are saying we have had too many issues in the past and they won't refund for order issues anymore.",0.25
1010,6094,I hope sometime slaps them with a class action lawsuit because that is the only way they will learn that unfairly ripping off their customers and providing zero customer service is a bad business strategy.,-0.2749999999999999
1011,6101,"If you ever have a problem with your order, don't expect any help from customer service.",0.0
1013,6116,I contacted customer service and they fixed it.,0.1
1017,6167,I reach out to the customer service company to tell them of the situation and they were like sorry there's nothing we can do.,-0.5
1019,6180,The drivers can add anything they want that's not on your list without asking to keep their tips higher and customer service won't do anything.,0.25
1030,6243,"and they have a limit to how many refunds you can get (even though it's ALWAYS THEIR FAULT), make it impossible to remove tips (although their customer service claims you can), and make it impossible to contact your driver after you contact customer service.",-0.2777777777777777
1044,6333,"But here 48 hours later and after initiating 5 email/chat messages with differnt customer service agents, after submitting 6 screenshots for evidence including the pending charge on my cc, I'm no closer to customer service even locating my order to refund or cancel the transaction.",0.0
1049,6351,I came over her from DoorDash as I way too many orders were wrong and customer services was meh when it came to larger things.,0.0
1055,6374,I spent several days trying to contact customer service but kept hitting a wall.,-0.05
1057,6383,Their customer service is terrible and never answers your issue.,-1.0
1064,6405,"Then, the didn't let me talk to a customer service rep or let me rate the experience in any way.",0.0
1073,6442,This customer service is horrible.,-1.0
