app_name,r_id,review,review_sentiment,s_id,sentence,sentence_sentiment,feature,weight,rating,feature_frequency
doordash,1266,"So I have been using door dash for years and generally, everything is really good.",0.375,8095,i don't know if this is with everyone but i stay in an apartment and every time i tried to use express delivery they get lost.,0.0,express delivery,1.192638161,4,1
ubereats,906,Ordered tons of times through the app.,0.0,5535,the fees are like 15% of the order and then you have to add tips on top which makes the whole thing not worth it.,0.183333333,whole thing,1.115442055,2,1
ubereats,513,I have been an Uber customer for 7-8 years now.,0.0,2661,then few minutes later i receive a separate message that stated that no they were not going to make this right and that i have no recourse.,0.028571429,few minute,2.274033277,1,4
grubhub,7,"I ordered Wendy's one night at around 10:00 - 10:15, and they had to delay my order for about 30 minutes, which i get, stuff happens ya know it can't always be perfect.",1.0,108,"and then i get another delay, and then another, next thing i know my order is not going to arrive until an hour and a half past when it was originally going to arrive.",-0.010416667,next thing,1.515098429,1,1
doordash,1191,I've had the dash pass for 2+ years and after a certain point you just don't get anymore compensation.,0.214285714,7426,"if you're new to the app they will compensate you but if you're not, it's over with whenever something happens with your order.",0.136363636,thing happen,3.343000397,1,1
doordash,1304,"When you order delivery, they tack on ""fees and taxes"" onto your order.",0.0,8363,"you would imagine this would include the taxes on your food, however, everything on the menu is also raised a few dollars for some apparent reason.",-0.075,few dollar,1.363548124,4,1
grubhub,80,"I ordered food and when I went to check the status near the time of my provided delivery window, it had said it had been delivered 30 minutes before.",0.1,756,"i ordered food and when i went to check the status near the time of my provided delivery window, it had said it had been delivered 30 minutes before.",0.1,delivery window,0.913477414,1,2
grubhub,85,"Recently, I placed an order for my elderly mother.",0.0,785,apparently she was too stupid to notice no one lived at the house next door.,-0.25,next door,1.20762041,1,1
ubereats,874,The interface for entering an address didn't show me the location on the map.,0.0,5369,"fine, okay, whatever…..except they sent me a message saying i'd be charged for the order since it was prepared...awful user experience.",0.458333333,message say,4.509369176,1,1
ubereats,571,they are thieves they stole my money whenever I asked for my orders they took time to assign the delivery person and I had to cancel my last order because it took a long time to assign my delivery person I had to wait for the hours for my order to arrive and the restaurant was at Only 7 minutes from my house I despaired of waiting for him to assign me to the person who would deliver my order and I decided to cancel it.,-0.016666667,3269,they are thieves they stole my money whenever i asked for my orders they took time to assign the delivery person and i had to cancel my last order because it took a long time to assign my delivery person i had to wait for the hours for my order to arrive and the restaurant was at only 7 minutes from my house i despaired of waiting for him to assign me to the person who would deliver my order and i decided to cancel it.,-0.016666667,long time,5.94835,1,3
grubhub,47,Had to make a second account to order food because my account that I only had access to was disabled because they felt like it just for them to do it a second time.,-0.05,517,had to make a second account to order food because my account that i only had access to was disabled because they felt like it just for them to do it a second time.,-0.05,second time,8.315595731,1,6
grubhub,224,Best experience I have ever had with a delivery service !,1.0,1511,"not sure how they handle undelivered items so maybe i am biased at the moment but the food was warm and on time , can't say enough about my delivery person .",0.116666667,delivery person,7.123804302,5,6
grubhub,98,I'm going to stop using Grubhub and go back up Uber eats!,0.0,868,using delivery instructions for it when your drivers don't read them or can't read them is ridiculous!..and finally vet your drivers!,0.0,delivery instruction,3.213636261,1,3
grubhub,368,This is completely unacceptable.,0.1,2095,"your service is terrible, and you are completely insensitive to the customer having a lunch hour...thought we would try you again, and sorry that we did.",-0.466666667,lunch hour,1.24979742,1,2
ubereats,525,Uber eats is wonderful.,1.0,2788,many people may have had negative experience with my strange amazing have no complaints about it very well.,0.19,many people,2.234640017,5,2
ubereats,706,I almost never write comments or reviews.,0.0,4311,i would love to be an uber member if they can improve this for me.,0.5,uber member,2.249149436,1,1
doordash,1181,DoorDash is great when placing your order thru the app.,0.8,7337,"what's worse is that this occurs so much with our orders, sometimes doordash refuses to give us a refund of our order because we have had submitted too many issues with our orders not being delivered.",0.1,many issue,4.70640734,1,3
ubereats,837,Ordered McDonalds to have it stolen.,0.0,5126,"contacted customer support, they said they couldn't refund me because the order was already at the destination and i couldn't get my store credits back either.",0.0,store credit,1.810361286,3,1
ubereats,836,So I never order delivery but i just got COVID so I'm like let me use the free meal.,0.4,5124,for all uber employees i feel bad for you that your employer is a scammer and those who have been laid off there are better companies out there,-0.1,feel bad,0.997666562,1,1
grubhub,154,I love the convenience of Grubhub and I have used it quite a few times.,0.15,1183,i love the convenience of grubhub and i have used it quite a few times.,0.15,few time,5.963882809,2,3
ubereats,914,"Most of the time I like this app and the people are fast and nice but todays experience has put a bad taste in my mouth because after ordering a small kids meal and a Lemonade Wich it said the full total drive, tax and tip included would be 10 $ but then it's suddenly jumped to almost $30 I thought maybe it was a glitch till I looked at my recent they sent to my email ☹️ I'm still hoping after they see this it'll be fixed my meal only cost 10 idk how it all got jumped to 30",0.072727273,5567,"most of the time i like this app and the people are fast and nice but todays experience has put a bad taste in my mouth because after ordering a small kids meal and a lemonade wich it said the full total drive, tax and tip included would be 10 $ but then it's suddenly jumped to almost $30 i thought maybe it was a glitch till i looked at my recent they sent to my email ☹️ i'm still hoping after they see this it'll be fixed my meal only cost 10 idk how it all got jumped to 30",0.072727273,tip include,1.067304236,2,1
ubereats,821,"No refunds, even if an entire entree is left out of the order.",0.0,5043,most other companies do what they can to do right by their customers.,0.220238095,most other,1.097273716,1,1
postmates,1008,"I downloaded this app signed up put credit card, debit card, Apple Pay and $130 Uber cash on my account.",0.0,6075,i let postmates know this in the beginning of october and they have done nothing but repeatedly sent me the same message without reading what the actual complaint was which is they have $110 of mine that i cannot spend.,-0.1,same message,1.078939836,1,1
grubhub,15,I have had to deal with their customer service several times.,0.0,215,tonight we placed an order and 10 minutes later i got a notification that it was cancelled and then a phone call letting me know my order was cancelled due to a restaurant error and i would get a refund within 5 days.,-0.0625,phone call,2.30948469,1,2
grubhub,179,I was a grubhub+ member but after today I canceled.,0.0,1296,today i didn't receive my entire order and when contacted for a refund was told they couldn't do it because of my recent refund requests and they can offer a $10 off coupon.,0.0,refund request,2.851008501,1,2
postmates,1069,Done using delivery services.,0.0,6421,so i am paying you to deliver wrong orders.,-0.5,deliver wrong,8.654047995,1,1
grubhub,84,"I had three separate orders to three different places canceled over an hour after I placed the orders, after the drivers drove all the way over to pick it up.",0.0,776,"i had three separate orders to three different places canceled over an hour after i placed the orders, after the drivers drove all the way over to pick it up.",0.0,different place,3.458916109,1,4
grubhub,444,"Glitchy app, customer service non-existent.",0.0,2315,"i have now tried to get my issue resolved three times using their chart help service, which most of the time leads to no response and even when it does has been useless.",0.0,issue resolve,1.621321011,1,1
ubereats,712,GOOD EVENING ACTUAL SCRATCH  THAT IT HAS BEEN A HORRIBLE 2 DAYS.,-0.1,4351,i set up an acc and tried to order food yesterday it was not working i spent the whole day trying to figure out what was going on but nothing was working i went the whole day without eating because i put my time and energy into trying to make ot work but after all the effort iput in i still couldnt get a simple mcdonalds.,0.075,whole day,0.530325472,1,2
grubhub,305,Grubhub is such a great app to use.,0.4,1862,they have a lot of deals to where you can get so much money off or free items!!,0.4125,much money,2.912064085,5,1
ubereats,942,I love Uber Eats.,0.5,5728,this makes any occasion easy when you need a last minute meal delivered right to you and if there is a legitimate problem with your order they take care of it quick and easy.,0.297142857,take care,3.480945791,5,1
postmates,1022,It's very frustrating that they don't reshuffle drivers if an order is taking longer than expected.,-0.31,6202,"now instead of having 1 upset person because of the food delay, you now have multiple people upset.",0.0,multiple people,1.844237386,3,2
ubereats,646,$40 of my $78 food order was missing.,-0.2,3887,"five dollars is not nearly close to equaling the $40 so i tried to get further assistance on the order, since the app clearly got it wrong.",-0.1125,get further,1.346421547,1,1
doordash,1130,I am a college kid who also works full time the majority of my time I'm constantly busy weather it be with classes or work I don't get a lot of time to stop and enjoy things.,0.283333333,6775,it's crazy how much more expensive it is to order through doordash and the customer support is literally the worst customer support i've ever seen ninety percent of the time they don't actually do anything to really help you i had to wait an hour and a half just to get mcdonald's.,-0.223809524,do anything,11.74122786,2,18
ubereats,812,"First time using this app, only because I had a $25 promo to try it out.",0.125,4998,does not allow you to cancel order without being charged.,0.0,el order,1.571991648,1,1
grubhub,0,1,0.0,6,she was at the restaurant quickly to pick my food up but then delivered to so many others!.2.,0.416666667,many other,2.468074985,3,4
ubereats,976,I've been using DoorDash for years now.,0.0,5921,it is way easier to use and a lot more choices.,0.5,lot more,1.369884708,5,1
postmates,1029,"It's perfect , how to find what you like?",1.0,6241,and this app is pretty awesome too.and if you join on a membership that saves you more money.,0.583333333,more money,4.892778271,5,1
doordash,1232,I've ordered a few times from DoorDash and honestly support is impossible.,-0.088888889,7796,"usually if i have to get something from a store, they don't even list the right available items.",0.145238095,available item,1.064112103,2,1
ubereats,826,I've had very good luck with using Uber eats.,0.91,5069,i don't use it very often but when i do always have a good experience and i always end up saving money overall.,0.3,good experience,3.731529847,5,2
ubereats,972,After multiple issues with this company I decided to part ways and take my business elsewhere.,0.0,5900,they have no customer support number to call you have to go to a chatroom and speak to a robot.,0.0,support number,0.676033882,1,2
grubhub,142,Maybe if grubhub wants their orders to be on time they should actually put more of their $$$ into paying their drivers.,0.233333333,1134,restaurant will make your order and it can be waiting there for 2 hrs before someone picks it up.,0.0,someone pick,1.970778749,1,1
ubereats,741,"I have an Uber pass and I get charged for delivery every time, without fail.",-0.5,4542,"on top of that, they definitely have higher prices and charge more fees than doordash.",0.3125,charge more,3.70446584,1,1
postmates,1066,"I enjoy there delicious food here it's very clean.very fresh they have very good food here I .highly recommend eating here at Carson's Ribs .regardless if you eat in, carry out or order online delivery it's always the very best service and .quality so just enjoy enjoy enjoy!!",0.581666667,6412,"i enjoy there delicious food here it's very clean.very fresh they have very good food here i .highly recommend eating here at carson's ribs .regardless if you eat in, carry out or order online delivery it's always the very best service and .quality so just enjoy enjoy enjoy!!",0.581666667,online delivery,0.864684579,5,1
grubhub,256,It's so dang expensive.,-0.5,1648,$30 for $15 order...update: i called like they suggested and they said i could have a five dollar credit toward my next order.,0.0,dollar credit,1.519093813,1,1
doordash,1128,Experience from Sept 2022:  I set up a group order with a scheduled delivery date and time a couple days out on DoorDash.,0.0,6749,"however, the instructions for placing group orders are nebulous and not all restaurants have a group order link but it doesn't really say why.",0.2,group order,1.343790098,2,1
grubhub,13,I'm done with GrubHub after this order.,0.0,190,"the restaurant's provide the correct items, but we always end up staring at our drivers on the map going to the restaurant then driving to the other end of the city, before updating to say the order will be late and they've magically just picked up our food and are on the way.",0.025,ur food,0.689171935,2,31
grubhub,200,I love Grubhub they are able to bring me and my family dinner when I'm exhausted after a long day at work or just have to much going on to break away!,0.16,1391,i love grubhub they are able to bring me and my family dinner when i'm exhausted after a long day at work or just have to much going on to break away!,0.16,love grubhub,1.787827395,5,1
grubhub,415,I like that they pay their drivers.,0.0,2222,it froze to where i couldn't make any selections and had to close/open a couple times to get back to my orders.,0.0,couple time,2.386907217,3,2
grubhub,106,Deliveries frequently show up long after the estimated delivery time.,0.025,922,why do we even tip for such poor service?,-0.2,poor service,2.03222844,2,3
grubhub,238,Menu items are so marked up that I only use it when I have to since I'm disabled.,-0.033333333,1570,why not make items the same price as you would if picking up (or a little above since the restaurant does have to do a little extra for grubhub deliveries) and still collect your normal fees?,-0.0375,same price,1.279765825,4,3
grubhub,354,"EVERYTIME I order it seems something is made wrong, missing, or it's SO late it's still gay or freezing, stuff spilled-last time they delivered an almost empty spilled drink.. they never ever remember the condiments, it's SO much for delivery and taxes..and other fees..it's just a lot of extra money to have the wrong items or cold late items delivered.",-0.182575758,2051,"everytime i order it seems something is made wrong, missing, or it's so late it's still gay or freezing, stuff spilled-last time they delivered an almost empty spilled drink.. they never ever remember the condiments, it's so much for delivery and taxes..and other fees..it's just a lot of extra money to have the wrong items or cold late items delivered.",-0.182575758,extra money,2.059164166,2,2
ubereats,537,This app likes to waste people's time.,-0.2,2926,they say any order that arrives before this time is technically on time meaning as long as you get your order within a whole hour that's fine with them.,0.141666667,whole hour,1.579724757,1,1
grubhub,2,I've used GrubHub for years and thought it was great!,1.0,38,"as soon as i noticed the charges and reported it to customer care, i got an email saying they moved my inquiry to ""priority"" due to the serious nature of the concern and that they would be in contact with me shortly.",-0.152777778,email say,3.746163488,4,1
grubhub,309,"I ordered bread and a steak with two sides from a restaurant, once I was handed the bag I realized the bread wasn't there so I refunded for it, just to get back inside and open the actual container for the food and the steak isn't there either just the two sides, so I'm trying to refund for it and it won't let me it keeps taking me back to the restaurant page.",0.0,1880,"i ordered bread and a steak with two sides from a restaurant, once i was handed the bag i realized the bread wasn't there so i refunded for it, just to get back inside and open the actual container for the food and the steak isn't there either just the two sides, so i'm trying to refund for it and it won't let me it keeps taking me back to the restaurant page.",0.0,restaurant page,0.607751169,1,1
ubereats,841,Hi I'm Ed and that is a great question.,0.8,5150,the after you have been up charged several times and here's an incredible tax charge applied to the tally.,0.45,several time,2.83503201,5,1
doordash,1173,"I went in to order 2 bags of flamin hot lime Cheetos, and put in a few other bags of chips for my family.",-0.025,7266,then he finds that there is only a bigger more expensive version that i then have to pay more for.,0.1,pay more,4.448379395,1,1
postmates,1027,I ordered taco bell and got 4 things of nacho cheese and even ordered extra cheese.,0.0,6229,also it said i was getting my order picked up by one guy and then switched to another guy and the guy that delivered the food is a different person.,0.0,different person,1.224365552,1,1
doordash,1309,"I ordered KFC while I was staying in Connecticut with my fiancé seeing her family, it was a long day and nobody wanted to cook so I ordered food.",-0.05,8395,"i ordered kfc while i was staying in connecticut with my fiancé seeing her family, it was a long day and nobody wanted to cook so i ordered food.",-0.05,long day,0.713269463,1,1
grubhub,1,They blocked my account in sept I have followed the email steps and still have not yet received any response.,0.0,32,you can't put a time on how fast food is prepared.,0.2,fast food,1.963797327,1,1
grubhub,90,9/10 times you place an order on this app it'll be wrong.,-0.5,811,"it's good that the refunds are quick, but it gets tiring to always have to deal with a problem whenever your order arrives.",0.516666667,order arrives,1.054820527,2,1
doordash,1302,I love DoorDash because it has all of my family's favorite food.,0.5,8345,i love doordash because it has all of my family's favorite food.,0.5,love doordash,2.794061114,4,1
grubhub,4,This company is one of the worst I've ever dealt with.,-1.0,62,then i see my order was canceled i had promos on the order from the last time they messed up and now those aren't valid.,0.0,last time,8.580310322,1,6
doordash,1129,I have literally spent hundreds of dollars on this service.,-0.1,6763,"they will refuse to refund you for their errors, you cannot be transferred to a supervisor and have to wait for a callback, you will spend hours on the phone trying to resolve their errors.",0.0,spend hour,1.890544686,1,1
grubhub,158,"They don't allow you to rate drivers on this app and I'm noticing that every time I order using this app the drivers never follow the drop off instructions, instead call and complain about having to get out of the car.",0.0,1201,"i'm sure if they did allow users to rate drivers, the ratings would all be 1 star.",0.5,rate driver,1.683706745,3,1
ubereats,571,they are thieves they stole my money whenever I asked for my orders they took time to assign the delivery person and I had to cancel my last order because it took a long time to assign my delivery person I had to wait for the hours for my order to arrive and the restaurant was at Only 7 minutes from my house I despaired of waiting for him to assign me to the person who would deliver my order and I decided to cancel it.,-0.016666667,3271,"that if it had been canceled by uber or that they had not charged anything because uver canceled it and they never returned my money to my account they stole 56 dollars from me and they have not returned it to me apart from giving bad attention in assigning the relauncher without madrones, because if a client does not receive any food and the restaurant does not charge anything, you keep the money 😡",-0.7,client do,0.856367265,1,1
ubereats,633,I used to like this app but the level of customer service when something goes wrong is horrible.,-0.75,3750,they told me they wouldn't give my money back and they hope i have a better experience next time when my driver didn't even deliver it to the right complex.,0.097142857,next time,5.116203384,1,1
grubhub,206,Once again our order was only half delivered.,-0.083333333,1417,we called the pizza place and the first thing they asked was did you use grubhub and that they've had nothing but problems with drivers stealing food and messing up orders.,0.25,first thing,2.001532777,1,5
ubereats,846,"My phone got ""suspicious activity"" on it so I can't use it ever again for Uber when I don't feel like I did anything wrong.",-0.5,5179,tbh they want to false do thing to us and want us to stop using them and lose customers.,-0.4,lose customer,3.813866509,1,1
grubhub,44,GrubHub has no control over your order.,0.0,495,"maybe it will be there on time, maybe it will be an hour late.",-0.3,hour late,1.930741571,2,8
doordash,1249,I have no idea how many times my order has been canceled after I've waited and waited.,0.5,7947,mind you this wendy's is a five minute drive from my house.,0.0,minute drive,1.786884469,2,1
grubhub,45,I've tried multiple times with this company.,0.0,500,so many times they string you along with an order and tell you someone is on their way when in truth there's no one coming and the order isn't on its way.,0.5,many time,6.148499896,1,7
doordash,1194,Don't expect a guarantee you will get your food or your money back.,0.0,7459,"bad dashers, stolen money, stolen orders, incomplete orders, part of order never delivered and when you are told you will get your money back they do not tell you it's only half and if you trust and not check your bank they say too much time has gone passed to change your case.",-0.133333333,incomplete order,1.328444318,1,1
grubhub,107,Grubhub is a glitchy app that often is very frustrating to use.,-0.52,927,"i have since very rarely opened the app, often times it still had the same issues.",0.195,same issue,3.322935693,1,1
grubhub,338,If I could rate negative stars I would.,-0.3,1994,you will not get reimbursed.,0.0,get reimburse,1.549173496,1,1
grubhub,56,I ordered from a cookie place and it said it was going to be here in like 30-45 mins so I was like ok.,0.5,594,when the cookies got there the delivery guy could have at least knocked on the door but instead they decided to come at like 3:00 in the morning and sit them by the door.,-0.3,delivery guy,2.328253228,1,2
ubereats,554,"Some of the worst customer service I've ever experienced in my life, and not just once, on a repeated basis.",-0.1,3094,"it would be a better use of their time, rather than blaming customers for their issues...whatever the competition is, they can't be worse than uber...—..a final thought: looking through these reviews, i can't help but be suspicious that there are so many reviews that show 5 stars but describe horribly negative experiences.",0.06,many review,0.878760348,1,2
grubhub,88,I frequently have issues with drivers being late or abandoning the order.,-0.1,801,too often you can see that they are making pickups and drop offs for other delivery services before satisfying grubhub orders.,0.1875,other delivery,8.911567221,1,2
doordash,1170,Unfortunately I was unable to continue using doordash because apparently when you have a dasher driver account AND  a personal doordash ordering app under the same email issues can arise.,-0.19,7237,unfortunately i was unable to continue using doordash because apparently when you have a dasher driver account and  a personal doordash ordering app under the same email issues can arise.,-0.19,use app,36.86471028,1,1
doordash,1293,If you want real advice take it right here it's waaaay better if you go by yourself grab your food and take it home then using this app but if you can't go grab the food yourself use this I only rated it one star because of the tax that's thrown on here for no reason I can't even tip the DoorDash driver bc 10 dollars gets added on every meal you order to sum up the story / if you absolutely can't get the food yourself use this app but if you can then absolutely do NOT use this app you'll waste waay more money on tax than gas using this.,0.173214286,8295,this app can also just help you find other places to eat and what the menus and prices will be i keep it on my phone just in case i'm ever in a situation where i have into use it but i barley ever use this app because of the money tax,-0.125,find other,1.85463047,1,1
grubhub,184,"I ordered from a restaurant nearby, the driver got there and my order was cancelled.",0.0,1309,we called the restaurant to find out they only take cash and don't even have grubhub.,0.0,take cash,0.741684678,1,1
ubereats,814,The app is overpriced and dishonest all the time.,-0.3,5004,feeling like your time is being wasted is a feeling you will feel constantly with this horrible service.,-0.4,horrible service,6.86934205,2,1
ubereats,737,Uber has changed a LOT recently.,0.0,4509,"i really wish they would heed this feedback....my fiancé and i work a lot, so we use uber all the time.",0.2,use uber,25.42691991,1,1
grubhub,12,I ordered from Tucanos for my 30th birthday dinner.,0.0,183,you know what's worse than having to go get your own food because a restaurant won't do delivery?,0.1,own food,3.698398266,1,2
grubhub,393,"They can charge additional funds (even several days after the order) beyond what's agreed on when checking out, and they won't even notify you.",0.0,2167,"they claim this is the adjustment for mismatch pricing, but they are the ones who put the wrong price on the menu in the first place.",-0.125,first place,2.893938382,1,4
ubereats,984,"They allowed me to purchase there subscription service, Uber One, without verifying my CVV, which is fine, because I lose my cards all the time.",0.416666667,5960,"also, it just doesn't have nearly as many options as doordash!!",0.78125,many option,1.565403186,1,1
postmates,1052,"Postmates used to be my favorite delivery app, but I recently learned that each menu item is priced higher then it would be at the restaurant.",0.25,6368,"even with the promo, it's more expensive to order it on the app and it would be to get it delivered from the actual restaurant which i just learned so i will be doing that from now on.",0.0,actual restaurant,0.911372449,1,1
doordash,1202,Okay this review is coming from a customer and a merchant point of view.,0.5,7523,everyone is short staffed (i manage a restaurant) so if you do not have drivers why are you allowing customers to place orders??,0.0,place order,37.10426211,1,1
doordash,1267,"I use DoorDash and lot, and I have used it for almost 3 years.",0.0,8104,"i use doordash and lot, and i have used it for almost 3 years.",0.0,use doordash,15.11800544,4,1
grubhub,17,I have had multiple times where a restaurant and/dasher calls because the order does not exist in their system or someone has given the wrong CC information.,-0.25,236,are they really free if i'm charged hella dollars for a service fee every order and jacked up prices.,0.4,service fee,11.47717804,1,3
grubhub,39,GrubHub has canceled 3 of my last 5 orders.,0.0,452,i looked in the grubhub app and it didn't have a driver assigned to my order.,0.0,driver assign,0.799695458,1,1
doordash,1162,"When I placed my order through the Chic fil a app, it routed me to finish the order through DoorDash.",0.0,7147,"when i placed the second order, some time passed before i got the text for the original order and thought it meant my second order (to me being the first) was being made.",0.15625,time pass,0.852818609,1,1
postmates,1028,I thought I'd have my food for lunch today at work and I get a text saying it arrived.,0.0,6234,i thought i'd have my food for lunch today at work and i get a text saying it arrived.,0.0,text say,1.19236749,1,2
grubhub,117,"It took so long for my food to get delivered, it was cold when it finally came.",-0.216666667,988,the pizza place was great - they were waiting on grubhub as well.,0.8,pizza place,0.911289308,1,2
grubhub,49,I tried grub hub plus.,0.0,536,the third order when the food arrived it was from a completely different restaurant that we ordered from.,0.0,different restaurant,3.431284818,1,3
grubhub,281,They are the best quality food delivery service on earth.,1.0,1751,they are the best quality food delivery service on earth.,1.0,quality food,2.57723227,5,1
grubhub,343,"They give you the option to have ""contact less delivery"" or in person delivery.",-0.166666667,2011,"they give you the option to have ""contact less delivery"" or in person delivery.",-0.166666667,person deliver,2.906260985,1,1
grubhub,18,Placed my order and I could see tracking of driver picking up food.,0.0,243,"i then get in touch with customer support who informs me it will take up to 5 days to be refunded and that my order could not be created as the place wouldn't be able to make it  in time so then i had to figure out a different delivery as i was not going to risk my food being ""lost"" again through this terrible service.",-0.166666667,be able,20.2823559,1,8
ubereats,598,The restaurant doesn't start making your food until a driver confirms the order.,0.0,3477,"that being said, my food arrived 30 minutes later than expected, and it was cold.",-0.233333333,food arrive,7.603455372,1,2
ubereats,580,"Nine times out of ten, you'll receive your meal lukewarm.",0.0,3332,"you need to stay vigilant because if youre not careful, they will take money out from under you...lastly, if you have an issue with an order, just consider it a loss.",0.05,take money,6.277634625,1,1
ubereats,813,I recently placed an order at the Papa John's pizzeria near my house in doing so I received a notification that indicated that I could receive five dollars off my order my order total was at $23 note it said I need four more dollars to complete the five dollar transaction therefore I added $4.01 worth of sauces to my cart therefore gaining five dollars of free sauces I would highly recommend this app,0.195,5000,i recently placed an order at the papa john's pizzeria near my house in doing so i received a notification that indicated that i could receive five dollars off my order my order total was at $23 note it said i need four more dollars to complete the five dollar transaction therefore i added $4.01 worth of sauces to my cart therefore gaining five dollars of free sauces i would highly recommend this app,0.195,more dollar,0.59487012,5,1
doordash,1140,"Not sure if it's specific to Washington state, but DoorDash is the absolute worst delivery service out of all of them.",-0.2625,6894,"i had ordered a pizza from farrelli's and a side salad, i only received the side salad, the delivery driver dropped it at my door, didn't knock and took off.",0.0,driver drop,2.842542122,1,2
ubereats,682,I use Uber Eats primarily when working conferences or other all-day events when going to pick up food myself is not an option...The good news is that it's convenient and offers lots of options.,0.26875,4174,..the biggest issue is freshness; drivers almost always pick food up late so it's been sitting at the restaurant for 20 minutes before it even gets out the door.,-0.3,pick food,9.77896401,3,1
ubereats,907,The main reason I use Uber Eats over DoorDash and others is the simple fact that others limit the menu and your choices as where Uber Eats does not.,0.083333333,5537,"if i'm doing to pay almost double the price to have it delivered, i want full access to the menu.",0.175,want full,0.804318952,5,1
doordash,1132,"Some time after coming out DoorDash added the feature for dashers to ""complete other orders nearby"".",-0.0125,6795,"if it wasn't for the fact that i enjoy hot food, this wouldn't be a problem, i can wait a little longer for my food, but it gets cold.",-0.034375,hot food,1.509333902,2,1
ubereats,504,"This app worked fine for a while, then it started to involve some operations that failed the customer satisfaction for sure.",0.138888889,2538,"so it happened that i opened the app to check order status and my order was canceled, and the stated argument was that i called the restaurant to cancel the order over phone.",0.0,order status,1.718334401,2,2
ubereats,658,I decided that i wanted to order some donuts for the office.,0.0,3972,everything look good but as soon as i hit placed order it said it was to far.,0.4,look good,1.064274237,1,1
grubhub,156,You have a limited amount of refunds for your account  after which is where they just handed you off to another specialist and said you can't email or contact them so they have to email you within 7 to 10 business about the status change if not; if no response then I guess no refund or concession so be careful with the amount of refunds or reporting you do cause you know now to be mindful of reporting such things,-0.057142857,1192,you have a limited amount of refunds for your account  after which is where they just handed you off to another specialist and said you can't email or contact them so they have to email you within 7 to 10 business about the status change if not; if no response then i guess no refund or concession so be careful with the amount of refunds or reporting you do cause you know now to be mindful of reporting such things,-0.057142857,be careful,2.952654339,2,3
ubereats,910,"There's something wrong with the tracking, whenever I'm watching the tracking process on the app, it will say my delivery driver is quite a distance from my location and then I will see that he's right outside my house.",-0.071428571,5551,"there's something wrong with the tracking, whenever i'm watching the tracking process on the app, it will say my delivery driver is quite a distance from my location and then i will see that he's right outside my house.",-0.071428571,something wrong,1.851578924,4,1
grubhub,14,I've never used meal delivery services that require a membership to be more affordable.,0.5,210,"..i still recommend this app and i still use it often but i want people to be aware that the service is not without occasional delays, problems or issues.",0.125,be aware,4.20198898,4,2
ubereats,559,I use this app because it's one of a few options and they're the least crooked than the rest have great drivers.,0.075,3132,the company needs a over hauling in its management department because they should be ashamed of taking people's money when they screw up.,0.0,company need,1.181226935,1,2
grubhub,47,Had to make a second account to order food because my account that I only had access to was disabled because they felt like it just for them to do it a second time.,-0.05,518,"when i reach out for assistance i get a sorry there is nothing we can for you besides give you the run around and make you wait for a response from a special department that has no name that will never be received as i am still waiting for the response from my first account which was stated to be sent within 48 hours from the time grubhub decided to disable my account, that was about a month ago.",0.035714286,grubhub decide,0.923919092,1,1
grubhub,13,I'm done with GrubHub after this order.,0.0,191,"after complaining to grubhub twice recently about cold food, both times they said they would issue a $5 make-good and neither time has that email been received.",-0.3,cold food,7.069792135,2,2
grubhub,91,I have used this service to order breakfast or lunch at work.,0.0,817,they gave me a free grubhub upgrade pass that does not reduce the cost like they advertise.,0.4,free grubhub,1.050315931,1,2
grubhub,51,"Any app that forces you to go through their crazy menu drilldown for support instead of just having a support@ email is super shady...After my order was completely messed up, I went through GrubHub's predetermined flow in their app and I got a 1 cent refund.",-0.055555556,550,hoping that a hard-to-find option of real support means grubhub is hoping that people will just give up when they need help instead of fixing their crappy policies.,0.2,find option,1.032653838,1,1
postmates,1017,"I don't know how Postmates stays in business, never had experiences so bad as using this app.",-0.7,6169,"they ""tried to contact you"" like i have call logs, no one called.",0.0,one call,1.335891274,1,1
grubhub,6,"Terrible service, terrible customer service.",-1.0,99,called driver he was picking up order but had to wait for another persons and couldn't leave until theirs was done.,0.0,other person,1.063580127,1,2
postmates,1021,Is a blind man I really enjoy having the option to have food that I want brought to my home.,-0.05,6198,"otherwise i would ready to five star but since assessability is not yet there, i have to be honest and give it a three.",0.4,be honest,1.574116974,3,1
grubhub,52,"Waited over almost an hour for my food, saw it was delayed and got a feeling something was wrong as my food apparently hadnt even begun to be prepared.",-0.225,557,"waited over almost an hour for my food, saw it was delayed and got a feeling something was wrong as my food apparently hadnt even begun to be prepared.",-0.225,be prepared,1.727539037,1,2
postmates,1034,"This is about the 10th time I've had a delivery driver steal my food and mark it as delivered, but I've had enough.",0.0,6259,"this is about the 10th time i've had a delivery driver steal my food and mark it as delivered, but i've had enough.",0.0,driver steal,2.99090805,1,1
grubhub,27,Tried it out for the first time using a gift card.,0.25,339,we would be crazy to use grubhub unless it's an emergency.,-0.6,use grubhub,13.59347505,3,2
ubereats,983,This app has become so unreliable when it comes to restaurants either not delivering food at all or canceling after waiting 30+ minutes or just arriving way after initially promised or placing the order.,0.0,5956,it is sad to see such a good company have gone so far downhill.,0.075,good company,1.741690876,1,1
ubereats,620,Uber eats has a ridiculous policy where you must tip before you receive your food.,-0.333333333,3646,this is because they are able to choose jobs based off of the tip amount.,0.5,tip amount,1.06891186,1,1
