r_id,reference_review
525,This is not like I'm not mandated to do this.
525,I'm just a regular person behind the phone and I feel like this is just amazing.
525,amazing amazing.
525,Amazing definitely download it.
525,You will not regret it and this is not sponsored by anyone just about my personal experience.
525,Many people may have had negative experience with my strange amazing have no complaints about it very well.
525,Nice to hav
528,"I usually always order Uber eats, so I know how it goes ."
528,I ordered yesterday night high priority.
528,"Well, the order submitted and the restaurant took the order."
528,It literally took 2 hours for them to get a person to deliver it.
528,"As I spoke to customer service, they said a person was on the way."
528,I was upset over it taking that long and I paid priority.
528,The customer support asked if I just wanted it canceled and I said no.
528,"Next thing, after I waited (2 hours!)"
528,"just get a person on the way, they canceled it after I said not too!"
528,Then the customer service person said they didn't do it and ended the chat abruptly.
528,So my question is if the driver had the food why was it canceled and where did my food go?
528,I do not care if I got my money back.
528,That is BEYOND ridiculous  and unprofessional.
528,I don't want to order from this app again if that's what they do.
528,I waited for food until after midnight just for customer service to cancel it against my wishes.
528,I could have ordered somewhere else for that.
528,"Now, I will use another app since this one is incompetent."
528,I have the whole conversation and it's horrible service!
533,update: I tip the driver five dollars cash and Uber eats felt that they had the right to put a four dollar tip on my credit card… And two days later I am still waiting for customer service to remove that.
533,Seriously?
533,Avoid these losers at all costs!
533,"At first, I had a couple of great experiences until I didn't!"
533,My orders were completely wrong and incomplete.
533,They would forget the drinks or whatever.
533,Then there were people delivering my food that were not the right driver etc.
533,"Finally, I complained and I was offered a $5 credit."
533,The app would not allow me to use this credit and when I complained to customer service they ignored me!
533,"Yes, they are really truly rude and do not care a bit about customer service."
533,"You would think with all the fees they put on, they would care a little bit more about pleasing the customers like myself who is a gold member."
533,But they do not!
533,Just call the restaurant directly.
533,You'll have better luck and save money.
533,These guys will eventually just sell to DoorDash anyway because customer service is not where it's at.
539,I am absolutely fed up with Uber Eats and the extremely scamming drivers on there.
539,"This is the second time a driver scammed me out of an order, and this, Uber sided with them and did not provide a refund at all."
539,"They told me I accepted full responsibility for where it was delivered, even though the driver never communicated with me at all and didn't follow any of my instructions."
539,"I made a $25+ order and when it said the driver was ""dropping off"" the food, he literally took a picture of a random street/side walk and said delivered."
539,"He basically stole my food and provided ""proof"" with a random pic, because they know the representative are too incompetent to do anything as long as there's a pic."
539,I'm totally over it.
539,"I wish I could post screenshots too, just to show how messed up this company really is."
539,Now I'm choosing to file suit at small claims court because this is completely unacceptable.
539,They are basically getting away with stealing and I'm not standing for it.
539,I don't care how much money it is.
539,"Please just stay away from delivery apps, especially Uber Eats."
543,places consistently get my orders wrong and i always make sure to request for a refund when i receive something incorrectly (i have severe food allergies so when i get an incorrect order it could be life threatening) and they started telling me i will stop being able to get refunds because of requesting refunds too often.
543,it's not my fault places get my order wrong and i should be entitled to a partial refund if some of my order is wrong.
543,"of course i still tip the driver and pay the rest of my order, but when my order is literally inedible because of my food allergies it's not fair that i don't get a refund??"
543,i guess i'll stop using uber eats as much because they're punishing ME for receiving the wrong order.
543,totally unfair and when i contacted uber eats support they sent me a very obvious cookie cutter email that didn't even address my issue and then later on banned me from receiving refunds.
543,ridiculous.
552,I had the Uber Eats pass for quite some time and ordered regularly with minimal issues.
552,"Today my order (which was medicine I could not go get) was delivered to the wrong address, the picture of the delivery showed it was not my house and I didn't have the items on my porch."
552,I spoke with 2 customer service reps and they both argued with me and said it was delivered to the correct address.
552,It was NOT.
552,Literally standing on my porch arguing with a rep who said it's there!
552,They were insistent on not refunding then ended the chat.
552,I am beyond frustrated.
552,"I wound up calling and a refund issued, minus the tip which is a joke since it's the drivers error."
552,Whatever.
552,Never using this service again.
552,"Mistakes happen and I get that, but don't argue with me telling me my order was there when it wasn't."
552,"Get better GPS for your drivers, or have the drivers actually answer your call when you call them, as the driver declined my call."
552,"This service is a joke for how expensive it is and how horribly you treat your ""valued"" customers."
559,I use this app because it's one of a few options and they're the least crooked than the rest have great drivers.
559,The company needs a over hauling in its management department because they should be ashamed of taking people's money when they screw up.
559,Grub-hub is a complete rip off tho takes 3hrs to get a Order or half if it's missing or someone's else and it's cold from being last on there 30 person delivery.
559,So thank you Uber drivers you deserve more respect because you guys are why I choose Uber eats.
559,"Sure isn't the crooks running it sad sad sad people they must be to be okay of ripping ya off with there ""policy"" on order details."
559,Offer no apology or refund nothing but oops to late or we can't do anything but we're keeping your money.
559,Yeah your just lack of options Uber eats.
559,I'm designing a home town thing I hope puts all of ya out of business.
559,Costumers come first.
559,Have a blessed day and I pray you don't get what you give.
559,Because it's horrible to be ripped off and having nothing ya can do but accept it
560,"For the amount of money the charge you, the orders should always be right and when they aren't you should get something besides your money back for missing or damaged items."
560,"When I order a meal, a missing drink could ruin everything and it happens all the time."
560,"Missing drinks, missing utensils, damaged containers, etc.."
560,They also don't honor the deals that the restaurant is running.
560,"Every time I order through Uber eats it feels like crap shoot on weather my order will be right or not, it's very annoying."
560,"I use to order through Uber eats all the time, like a couple times a week but after so many issues I stopped using them as much."
560,Now I only use it when I absolutely have to like today and guess what?
560,My drink was missing.
560,They told me sorry and that they would refund my money for the drink in 3-10 business days.
560,SMH.. Good luck on your next order
573,At first my boyfriend and I thought it was a glitch.
573,"However, this is the 3rd time someone has supposedly picked up our order and then ""dropped it""."
573,"So a delivery that should've taken 30 minutes has now taken over an hour because Uber has to keep finding other drivers to get our order… At times, we've even experienced a situation where after 20-30 minutes no one has even attempted to pick up our order, leaving us wondering if we're being low-balled by this company :/ I don't understand what's happening on this app."
573,"Sometimes, by the time we get our food it's basically cold and we have to reheat it."
573,It's almost like we should've just gone to get the food ourselves by this point.
573,Our experiences with Uber Eats have taken the convenience out of it for us and we will no long use this provider.
577,I'm almost certain that the lack luster service I repeatedly get is Ubers fault.
577,"8/10 times there is a problem with my order and as it happens so often, they have stopped compensating."
577,"I have never used an app where the drivers take off with your order more than this one, sometimes I'll have a driver take the food just to have a bunch of new drivers go to the restaurant and be told that it's been picked up."
577,"Instructions and what not are never followed, if something is missing, they just don't care and Uber eats isn't going to do anything to help."
577,"Also, delivery times are incorrect, orders always take 2 hours or more to get to me, cold and stale; even when I pay extra for express, it gets partnered up with order peoples orders and still takes 90+ minutes to get anywhere."
577,"I would go and use literally any other app for food delivery, avoid Uber eats at all costs."
578,I don't know what the issues Is with Uber eats never had any issues with them but now I'm constantly running into issues...I was waiting for their driver to pull up he never showed up never came and I called him asking him where is he at couldn't understand a word he's saying then he told me he accidentally pressed the order complete button and that he'll be there shortly.
578,..So now I can't even see where your at and you have my order and I called him again he said the same exact thing I'll be there shortly I told him the gps said you was nearby like not even a second away and he never came and there's nobody you can talk to on Uber eats it's all a automated service like I said they're getting very unprofessional never had any issues with them and now I'm having all theses issues.
580,"Nine times out of ten, you'll receive your meal lukewarm."
580,"Unlike most food delivery services, Uber Eats does not require an insulated delivery bag."
580,"It is only a suggestion, but ultimately up to the driver."
580,This is a major food safety issue...You should also make sure you're alright with giving your driver either a thumbs up or thumbs down.
580,"There is no way to rate specific aspects of the meal, star amounts, or even provide a description."
580,Drivers who have an interest in improving their delivery quality have no clue how to do so without feedback.
580,"..Theres also increased charges, more than the usual rate of the restaurant if you were to order directly."
580,A $14 meal cost nearly twice as much after all the fees.
580,"You need to stay vigilant because if youre not careful, they will take money out from under you...Lastly, if you have an issue with an order, just consider it a loss."
580,"Customer service will only feed you pre-written lines, sometimes giving you 'help' that doesn't even apply to your issue."
580,And thats if they even choose to respond.
580,"..I tried uber eats once before, and only tried it again so i could use some of my uber rewards."
580,Yeah.. Not doing that again.
580,"Order directly through the restaurant if they offer delivery, and if not, use anything BUT uber eats."
586,I used to order on the app and had much better luck receiving food in a decent time.
586,"Now, I have come to expect cold food arriving moments before, or even after the maximum time suggested."
586,This is still the case if I've paid more for a direct delivery.
586,"It could be driver related, but I don't believe that is the case."
586,The app asks you to tip in advance on the total amount including taxes and fees versus the order itself.
586,"If the app is set up to tip just like the Uber drivers taking passengers, maybe Uber would realize a change should be made to their process."
586,I'm frustrated when I give a decent tip at the beginning and get a cold and nearly late food order nearly every time.
586,I've stopped using Uber Eats when I'm hungry or in somewhat of a time crunch.
590,"Simply, the Uber Eats application told me that my order was ready for pickup."
590,"I drove to grab my food, and when I arrived the restaurant told me that the chicken for my order wasn't even thawed out."
590,I was frustrated and canceled my order because the food was nowhere close to being ready.
590,When I contacted support regarding the issue they refused to give me a refund even though I recieved no food or service.
590,$40 they stole from me after lying to me about my order being ready.
590,I will never use Eats or any Uber service again because of how appalled I was at the lack of customer service regarding this issue.
590,"I had been an active Uber customer for 8 years, and even paid for their premium service Uber One."
590,"It is clear this company doesn't care at all about their customer's satisfaction, and are happy to steal from the common people rather than do right  by a customer."
597,"This app has fallen a very long way, it is no longer good anymore, most likely due to its drivers."
597,"Unprofessional, Food is always cold, Price is taxed by Uber a massive amount for example a 20$ burger will be charged for a 10$ delivery fee plus taxes, and it could be right around the corner but you can't make it due to some health problems or children."
597,"This order would come out to 50$… Not only that, They tell you an ETA but food doesn't arrive for 2 hours later even when it says being picked up or on the way without stops."
597,"This app is no longer good and is a vampire to money, use DoorDash or get the food yourself."
597,"App has too many issues, drivers smell like weed and smoke, untrust worthy."
597,"Safety is not important, food is always smashed or spilled."
597,"Restaurants do not secure your food safely, poisoning for food has happened and drugged."
597,I high advise not to use Uber eats anymore.
609,Once the delivery driver delivered my order i went out to grab it.
609,"She comes back up the stairs and tried to convince me that the order was poorly packaged at the restaurant; However, I seen sauce all on her fingers in which I asked her about; She stated that she was trying to fix the packaging of the order."
609,I took the order inside and it was hair all over the food.
609,"As well as, on the outside of the box."
609,"Also, sauce everywhere!"
609,All on the straws and all over the food boxes!
609,"I contacted support 2x and received poor service stating that they couldn't refund me, because I have multiple refunds on my account, so, refunds are currently blocked."
609,"So, I'm out of food and money due to Uber Eats, I'm deleting this app and looking into a lawsuit, because who expects someone to eat food that was probably touched due to her having sauce on her fingers and hair all over the food!"
615,So naturally since Uber and Uber eats is like a bigger brand name I expected them to be more expensive than doordash so we've always used doordash but they constantly get our orders wrong and we like super rarely used apps like these but we had covid so we used Uber eats with the Uber one feature and it's been cheaper and our orders have been right both times and it was super fast!
615,I'm not sure if it's the actual app's format on the employee side that makes Uber eats easier to navigate or what exactly it is but I actually would recommend Uber eats over DD.
617,I use Uber Eats every day!
617,I live in Manhattan and work from home the majority of the time.
617,This has been a life saver for me during the pandemic as well.
617,"The only problem with it is that I don't know if I have ordered from a restaurant before without tapping on the restaurant to see the menu and seeing the ""Order Again"" section."
617,"Yes, I use this so much that I have forgotten past orders from over a year ago."
617,I would LOVE a filter that allows me to see ONLY restaurants that I haven't ordered from before.
617,PLEASE add this.
617,"Not to mention, other delivery apps don't have this feature, so it would be unique."
617,This would allow me to try new places without having to go one by one through them.
619,"Uber Eats customer service and delivery is overpriced and horrible...Our estimated arrival time and ""latest arrival times"" kept changing further and further back."
619,"We finally contacted customer service, who apologized for our order being delayed, and offered to cancel it or at least partial refund...Then the system kicked us out."
619,"Delivery guy chose to pick up an extra delivery even though the delivery was listed as delayed, didn't show up for another 20 minutes, and the pizza was cold...On hold the entire time to reconnect to an agent...First thing from the new agent ""Sorry for the wait, our system keeps rebooting""...so he knows it's kicking people out...Despite that, he then says ""The pizza arrived when it was supposed to."
619,I'm sorry it's cold but in accorance with our policy it is not eligible for a refund.
619,"""..When I told him we were in the middle of being refunded by ""Dennis"" the first customer service agent, he said ""Nope, that's not possible."""
619,And hung up on us...Waiting 2 hours for cold pizza to arrive and then being treated this badly--I'm baffled by their high rating here on Apple apps--their Facebook rating is in the one-star.
619,We won't be ordering with them again.
620,Uber eats has a ridiculous policy where you must tip before you receive your food.
620,They no longer give you the option to change the tip after you receive the food.
620,The only purpose of tipping is to reward good service.
620,"But if the service is bad, you cannot change the tip."
620,This is absurd.
620,If you don't tip when you place the order it is likely that no Uber eats driver will pick it up.
620,This is because they are able to choose jobs based off of the tip amount.
620,This results in an obscene amount of wasted food being thrown out because it was not delivered.
620,This also hurts Uber because customers demand cash back.
620,I have no clue why Uber eats would implement this policy.
620,Tips are meant to reward good service.
620,You can't anticipate whether your service will be good or not.
620,Please revert this Uber.
620,Allow editing tips again.
626,Last weekend I ordered $105 dollars worth of pasta from Jonny Carinos.
626,My Uber eats person looked a little confused when she delivered my food to a neighboring resident.
626,I tried calling her repeatedly and that didn't work because there's no direct communication on this sorry app.
626,"Then I tried ""support"" and told them what happened."
626,"It took a really long to to arrive to the resolution of be getting a ""refund""."
626,They said 3-5 days later and it should go back on my card.
626,We are at day 5 and nothing was put back on my card.
626,I got nothing saying that I would even get a refund.
626,I'm never going to use this app again for food.
626,DoorDash is better anyway and they don't scam you out of money.
626,I'm still waiting for my money.
626,They give no way to make any further communication to let them know I have yet to receive my money back.
629,The title of my review says it all.
629,I got dinged for something recently and Customer Service said.
629,"""due to the number of refunds we have given you you are not eligible for a refund in this order."""
629,"I replied back…"" I never asked for a full refund for anything that went wrong with any of my orders."
629,If one item was wrong out of seven I would just ask you to refund that one order or something to correct it.
629,That is Uber‘s policy and fault to refund the entire amount of the order for one thing gone wrong.
629,"Do not put that on me I never asked for a full refund any of the times my orders were wrong...Uber eats, do better."
629,"My God, it's not that difficult."
637,Hello!
637,I've ordered on Uber eats twice before the incident took place.
637,"No issues, everything came great, was super happy."
637,THEN the other day (November 18th) my boyfriend and I were trying to order brunch only to receive a message 2 hours later that it was canceled and I wouldn't be given a refund.
637,I was really upset because that was a 51 dollar order and if the restaurant canceled it then I should be given a refund.
637,I spoke to 5 different support members who all claimed that I had requested money back in the past and that I had reached my maximum amount of requests.
637,We then called support instead of the messages we were doing before and they told me I was no longer allowed to use Uber eats and that I was locked out for requesting a refund.
637,".Don't let them scam you, it's not worth it."
643,"I ordered from restaurant near my house under a buy 1, get 1 free."
643,It was terrible.
643,Only one entree was delivered.
643,I called the restaurant because even though Uber eats is who we order through we still have to deal with merchant.
643,"Fine, I played along and restaurant said Uber eats is having glitches."
643,To please contact them so they could cancel order and re- order to ensure no issues/glitches occurred.
643,It's a mom/pop restaurant so I obliged— Uber eats said oh we are having issues but this error is on the merchants fault.
643,Whatttt?
643,So this is how they get you.
643,Super taking advantage of these tiny mom/pop spots blaming them for their glitches and errors.
643,Terrible.
643,Don't order.
643,Between the extra fees and how much they charge from their merchants (restaurants) just order direct!
648,"Out of ALL the delivery/pick up companies their are out there, UBER EATS, has the competition whipped on customer service, deliveries, promptness, neatness of food presentation from driving with it, courtesy to customers on presenting the delivery, down to even sending out a questionnaire/survey asking if all went well with the service that they provided to you."
648,A company asking for feedback after delivering food?!
648,"That's real risky, but UBER EATS…you've got the gumption to do so, because you believe in 100% CUSTOMER SATISFACTION!!"
648,Even giving out refunds if merited…Thanks for being that STAND UP # 1 FOOD DELIVERY COMPANY!
648,!.U B E R.   E A T S !
648,!
649,They said because it said delivered they can't do nothing about it and then that same day I ordered from Winn Dixie using Uber eats and the driver forgot to bring give me a bag full of my stuff then they also said because it said delivered they can't do anything about it.
649,So I'm paying a hand full of money for something not receiving what I paid for that is illegal!!!!
649,I literally use Uber eats everyday twice or three times sometimes and lately they have been not doing there job then not fixing what they allow there drivers to mess up and steal and lie or whatever the matter is!
649,Im a Uber one never and best believe that membership is getting canceled and I will be going to a different delivery company !
649,!!!!!
649,Would this be a case I should bring to small claims court ?
649,?
649,??
655,"My experience with this app in the Chesapeake, VA area is that many restaurants simply don't partner with Uber Eats."
655,The restaurants that do end up charging a hefty delivery fee or cancel orders.
655,"This has led to, at times, everyone picking a restaurant, each person going through the menu, placing the order, having it cancelled (or getting a pop up halfway through the order that the restaurant is ‘no longer available'); just to have to go through the whole process again."
655,"Generally, you don't pick a delivery option for dinner until your already close to dinner time."
655,"It's not just a waste of time, it's exceptionally frustrating and puts a hungry family in the position of scrambling to then come up with a dinner option that will actually be available."
656,I can trust a restaurant way more if I can tell their photos are authentic.
656,ALMOST EVERY TIME I'll check yelp reviews and photos before buying Uber eats.
656,Have you ever thought of partnering with yelp?
656,Seeing REAL authentic food pics makes me want to get the food way more- if it looks good.
656,Also I almost always come back for the 40% off promos cause it feels way cheaper and convenient then eating out.
656,I got a full Thai meal for myself and my roommate for 27$ and that's really good.
656,But yeah if there were REAL photos from REAL people in Uber eats I'd trust it a lot more and wouldn't switch between apps.
659,There have been 3 instances in which my food delivery has been late by over 1-2 hours / didn't arrive.
659,The customer service afterwards was dreadful.
659,"One order from Prince St Pizza was late by 2+ hours after pick up by the driver, who ultimately cancelled."
659,Uber eats gave me a refund on the food and a $5 credit… not sure how that's supposed to help when I'd been waiting for food to feed 6 people and it'd been that late.
659,2 other orders were late by over an hour.
659,"..Before ordering from a restaurant, I look at the arrival estimates."
659,"If I knew that they'd be much later (I'm talking hours) than expected, then I wouldn't have ordered from there at all."
659,They need to do better about getting estimates from other customers and actually factoring that in.
664,Uber eats charged me $85 for cancelation.
664,I placed an order and cancelled it 20 seconds later because I wanted to change my method  of payment.
664,I cancelled it and placed the order again  with the method of payment I wanted to use.
664,"They delivered the order and everything seemed to be okay, but one day later I cheked my bank account and realized they charged me $85 for cancellation."
664,I call them and they said I should have read all uber eats  policies(you know the small tricky letters) so be carful while using this service.
666,I've been a very loyal Uber Eats customer for the past few years.
666,"A couple nights ago, I ordered food, and one of the items had a very long hair in it."
666,Absolutely disgusting.
666,I wound up throwing away the whole order because of how unsanitary that is.
666,"I contacted Uber Eats customer service, and they refunded me for the one item that had the hair in it, $7 of a $40 order."
666,"I have messaged them 5 times requesting the full refund since I had to throw the food out, and they tell me it's their policy to work with the restaurants to resolve food safety issues and won't refund the rest of the order."
666,..I am done with Uber Eats after such terrible service.
666,I paid for food that was thrown away.
666,A full refund should have happened immediately.
670,"They're competing with DoorDash's ""ability to add to your order with a $0 delivery fee"" but the weird thing is that DD has your deliverer pickup both orders."
670,"Uber Eats hires a totally other person, so you're left waiting for the second part to your order and probably not paying the other guy as much since you tip differently when its combined vs two individual orders assuming its the same person."
670,"Like on DD I would add to my already placed tip, as a bonus."
670,"With UE, you have to tip completely separate people."
670,"Its just a weird method and I wish they clarified that so the first few times I used that extended service, I tipped correctly and don't waiting confused for the second half."
671,I showed up at the same time Uber eats alerted me that the order was sent to the restaurant bc I was paranoid it would be done on time.
671,"When I got there, they had not received it."
671,Luckily they agreed to get stated on the list I had from the app.
671,15 mins later they still did not have the order and didn't get it until o reached out to help to have it pushed through.
671,Terrible customer service from Uber eats.
671,You are literally telling me it was sent when it wasn't.
671,The first thing offer d to me from help desk was to just cancel the order but I needed this food for a business meeting with our ceos.
671,Horrible all around Uber experience.
671,Thankfully the restaurant was able to come through.
677,"I placed an order for breakfast while at work, I even paid for it to be Priority."
677,I get a message saying my order is being delivered on a bicycle.
677,and then a message to rate me order ?
677,"i never revived my order, and never received a message if it was left somewhere."
677,The phone number keep going to voicemail.
677,I am upset that I waited so long and never even received my food.
677,Now I have to go and do the process over and I have a health condidtion that needs food at certain times.
677,Totally disappointed with Uber Eats Drivers.
677,"and it's not about the refund, i needed food, not my money back."
684,My coworkers and I have ordered twice with Uber Eats once in July and once in November(today).
684,Both times we paid for priority delivery and the orders have shown up well past the window.
684,"It took over 2 hours for the first ordered, and for the one today, the restaurant hadn't even finished preparing the other when the ""priority"" time expired."
684,"So, we either need to work with our restaurants to make sure they are following your estimates, you update your estimates so we know if you are actually going to make it her on time make it more of a ""deadline"", or you just quit taking everyone's money for priority delivery because it especially seems like a scam."
686,"I always order from uber eats and never had a problem, except for a few days ago."
686,"I ordered $40 worth of qdoba food and I realized I was missing an item, I then cancelled my order which was 2 mins after realizing, and then it said I was charged for cancellation."
686,Today I contacted an agent and they told me due to their policy I couldn't get a refund.
686,"Also after I canceled my order I ordered more food and then when it came, I was missing an item, I called the person who delivered it multiple times and she never  answered I also called qdoba and they couldn't do anything about it."
686,I have never experienced anything like this before and I am very disappointed with my experience.
697,"Uber Eats is hands down, the best, food delivery service, and until recently, I would have given the 5-stars, but I've noticed them trying to sneak in the same outsized fees which drove me away from Doordash and Grubhub PERMANENTLY."
697,"My hope is that they don't sabotage themselves with those extra-entree-sized fees, because they usually mean the difference between me ordering via an app, or going to get my own take-out."
697,"I will never pay the same price for a delivery experience as I do for an eat-in restaurant experience, so be careful what fees you slip in there."
705,Used Uber eats often; I drive so I order Uber eats on lazy days  and it would be either a hit or miss sometimes when it comes to ordering delivery for a good deal.
705,The promotions they use to have were the best because the promo could be used at any restaurant or at least the restaurants in my area that i would normally eat.
705,Now the promotions are for places that either doesn't have a good variety of choices or the prices are 5x as more as what i would would spend normally so The promo isn't really a promo.
705,Please stop being greedy and let me choose my places to eat
709,Billed me for incorrect items.
709,I brought it up when the issue was discovered (2 days later as item was a bouquet of flowers and I ordered them for my wife while out of town).
709,Uber Eats refused to address this; said I should rate the merchant.
709,"I took it up with the credit card company, who refunded me."
709,Uber Eats billed my other credit card on file without authorization.
709,"Took up the issue with the second credit card company, who again refunded me."
709,Six months later Uber Eats billed me the incorrect amount again for the previous order.
709,Uber Eats continues to say there is nothing they can do and that I should be on the hook for paying more than 2x the purchase price of the product I received.
711,"2 hours after my friend and I were supposed to have our food delivered, we contacted our delivery driver to ask what the delay was."
711,She cancelled our order.
711,It's pretty clear that she dined and dashed.
711,"I'm sure she will be punished, but that doesn't help me."
711,"The issue is that at 9 pm, we have no food that will be delivered before 10 and uber eats policy apparently doesn't allow customer support to do more than refund the order."
711,"For our wasted time, in which the app assured us it would just take 5 minutes longer for a good hour, we got nothing besides 10 dollars in Uber eats credits."
711,It's not worth it to spend that on this app where I end up hungry and angry and eating at 10 pm.
711,Don't waste your time.
712,GOOD EVENING ACTUAL SCRATCH  THAT IT HAS BEEN A HORRIBLE 2 DAYS.
712,I REPEATEDLY TRIED TO ORDER FOOD FROM UBER EATS AS A FIRSt time customer because i have heard so many good things about uber eats but it went horribly wrong.
712,I set up an acc and tried to order food yesterday it was not working I spent the whole day trying to figure out what was going on but nothing was working I WENT THE WHOLE DAY WITHOUT EATING BECAUSE I PUT MY TIME AND ENERGY INTO TRYING TO MAKE OT WORK BUT AFTER ALL THE EFFORT IPUT IN I STILL COULDNT GET A SIMPLE MCDONALDS.
712,THE FOLLOWING DAY I WAS DETERMINED BECAUSE EVERYONE WAS SAYING THAT UBER EATS IS SO MUCH BETTER THEN DOORDASH BUT NOW IM FINDING IT HARD TO BELIEVE.
712,"I TRIED USING THE PROMOTION OF GETING BUT $20 OFF BUT I WAS SAYING IT PROMO NOT APPLIED, I HAD AN ORDER OF $25 YET IT STILL DIDNT WORK."
712,THE WHOLE ENTIRE 2DAYS IT WAS ONE PROBLEM AFTER ANOTHER THE ORDER WASNT WORK THEN MY PAYMENT WAS WORKING AND EVEN AFTER ALL THAT I STILL HAD HOPE I USED THE UBER APP AND UBER EATS APP BUT NOTHING WOULD WORK .
712,ALL I WANED WAS SOME MCDONLADS FOR ME AND MY SISTER BUT I COULDNT EVEN GET THAT I EVEN TRIED TO PAY FOR IT WITHOUT THE PROMOTIONS BUT NOTHING WOULD WORK.
712,I CANT BELIEVE THE TOP DELIVERY SERVICE HAS THIS MUCH PROBLEMS ALL I WANTED WAS SOME FOOD FOR THE PAST 2DAYS .NOW IM SITTING HERE STOMACH GROWLING AND CRYONG BECAUSE  OF  THIS .
713,Would be five stars except for one very annoying problem.
713,The app will send random notifications that are nothing more than advertisements for uber eats.
713,I want the notifications when I actually order something so that the driver can contact me if needed.
713,"But, if I forget to turn off the notifications, I will inevitably be woken up by a stupid advertisement a day or two later."
713,"Seriously uber eats, if I trust you to be able to give me notifications for the purpose of using the app as intended, please do not violate that trust by sending unwanted notifications that are nothing more than an advertisement, especially in the middle of the night or early in the morning."
717,I have been purchasing from and working with Uber Eats for over two years now.
717,"The platform and the people who work with them are seamless, and I say this both as a customer and a partner."
717,"In a pinch I am able to order food on-the-spot, and as a partner I am able to work on my own schedule, and thus far I feel like Uber treats me fairly as a partner, which is so important to me as I run and manage my own business."
717,Thanks Uber and to those who support all of us!
718,Uber eats takes way too long to deliver.
718,It does not matter if the place you are ordering from is near or far from you.
718,I have had multiple issues with the delivery time in the latest arrival.
718,Sometimes the latest arrival is an hour after I place the order that is unacceptable.
718,It is unacceptable that if I place an order at 11 AM that the latest arrival is 12:25 PM.
718,By that time my order is cold and I am upset because I have had to wait over an hour for an order that should've taken about 30 minutes to deliver to me or less.
719,I ordered a large Starbucks order so that I could get the $25 discount thing on my first order and the driver.
719,Micheal sent it to the wrong address and I called him telling him so.
719,He told me to wait till after he was done with the order he was working on and I did because I am a pleasant person and the order never showed up and I can't find a way to contact him again.
719,so I issued a refund to my Uber Eats account so I could re-order my order and no I don't get the first order discount so I can't use the money and have to spend more money if I want the same order and I'm still waiting on the first order because he said he would bring it but he never dead.
719,Very sad.
729,The app is functional / easy enough to use… but the fact the service fees are variable based on price (not number or size of items) is a rip off.
729,"Further, there is a delivery fee which is SEPARATE from the service fee, even though the descriptions would lead one to believe it covers the same thing."
729,"Worst of all, the proposed tip (starting at 20%) is on top of the delivery fee, Service fee, and tax!!"
729,Highway robbery!
729,"Lastly, I have received 3 emails for promotions in the last month- all of which when I tried to redeem I was told I'm ineligible!"
729,Then why are you targeting me?!?
729,"I could take a taxi round trip from these restaurants, and it would be less money than Uber eats!"
729,What a rip off.
733,So I understand that the convenience of ordering online and delivery can sometimes be more expensive.
733,I had found a deal for a restaurant that allowed free delivery if I spent X amount delivery at that location would be free...Well low and behold when I go to check out there is a 20+ fee attached to my order… my bill doubled because there was a lack of drivers.
733,I get that when there is a shortage of drivers you have to find some way to pull them in but tagging a 20$ fee onto a 20$ order is absolutely absurd.
733,I will not be using Uber Eats again because any company that's thinks it is appropriate to do that to their customers is not worth giving my money to.
734,During my last order The App did not work.
734,"I was not contacted either by the app, nor by phone, nor the delivery guy dared to ring the doorbell."
734,He left with my order and I was charged 64 euros.
734,I contacted the customer service which refused to refund me because they say the driver contacted me and waited 8 mn.
734,"Which is false, I dis not receive any phone call and he did not ring the doorbell, this a house!"
734,He just left with order and Uber eats think it is right to charge me not even leaving the food at the door.
734,This is an absolute scam.
734,"The wrong practices of this company are frightening, I will never order again on this app."
734,The restaurant I contacted told me it happens all the time!
740,If the restaurants you order to get your order wrong more than twice — you will not get a refund.
740,I had the misfortune of getting my order wrong more than twice over a few years and recently had an order where an item was missing and two items were butchered and made wrong.
740,Was told that it didn't matter if I had pictures of the food made wrong—that there was nothing customer support could do to bypass the limit Uber eats places on accounts who have been locked because of too many returns.
740,"I understand some people may abuse that, but I had pictures and the order was obviously wrong."
742,"If you held your drivers accountable for food missing from orders, you might have less of it!"
742,They know the Company will refund you so this allows them to continue to do this!!
742,Stop putting the tips first…it shouldn't prompt you to tip until after your food is delivered!
742,I know you can change it later but that doesn't always go well.
742,It took me a couple hours to find out that the driver took my food and by then it was too late to change the tip!
742,I encourage anyone who has an issues with their order to start returning ALL the food and get a FULL refund tip included and see if that makes Uber Eats adjust how they do business.
742,Ridiculous!!!
742,!
743,"We have been ordering for a number of years now and have always found the service quick, reliable, the food delivered hot and fresh by very friendly delivery people."
743,"Yes, there are surcharges, but that is to be expected for a superior service."
743,"And these charges aren't any much more than you pay for a tip and tax when dining out, so it all balances."
743,"We recommend Uber Eats for anybody, especially families."
743,Kudos to a great service.
746,I had been a fervent user of this app for at least 2 years.
746,I placed an order on 9/21 and the driver stole my food.
746,"I contacted representative Himanshu that same day at 7:23pm to refund my entire order, and found that the tip had gone through and was taken out of my refund the next morning."
746,"I spoke with representative Kurt at 7:24am, who states I should have edited my tip up to an hour after my refund…when I desperately tried to already, multiple times, and the godforsaken app wouldn't let me."
746,"So thanks, Uber Eats, you paid a driver who stole my food with my own money and I hope you keep this up!"
746,"Lose all of your customers, who cares, I will never use you again."
756,Ordering church's for my mother in laws birthday.
